dataset,nmse_bayes_search,p_bayes_search
colleges_usnews.csv,1.0154872061220872,"{'C': 0.45730724231203246, 'epsilon': 0.09472491809511074, 'gamma': 0.262809206209002, 'kernel': 'rbf'}"
poly_1_2_0.2.csv,13.281417471200806,"{'C': 8540.340494567243, 'epsilon': 0.2148101259462198, 'gamma': 0.00022086758161566356, 'kernel': 'rbf'}"
boston_corrected.csv,0.42786438185361503,"{'C': 59.804380777706534, 'epsilon': 0.01928700597473397, 'gamma': 0.1682011607903149, 'kernel': 'rbf'}"
dataset_2176_mbagrade.csv,6.858207140885131,"{'C': 8248.044446271933, 'epsilon': 0.02173477641058355, 'gamma': 3.0517578125e-05, 'kernel': 'rbf'}"
HappinessRank_2015.csv,0.00013765828546003528,"{'C': 32768.0, 'epsilon': 0.00390625, 'gamma': 3.0517578125e-05, 'kernel': 'rbf'}"
humandevel.csv,0.2173122780938735,"{'C': 13456.323085950116, 'epsilon': 0.08172687126843706, 'gamma': 0.3371988380931629, 'kernel': 'rbf'}"
poly_3_10_0.1.csv,0.021659214297848402,"{'C': 234.59377420572224, 'epsilon': 0.07079586784026815, 'gamma': 0.017367041184656026, 'kernel': 'rbf'}"
arsenic-male-bladder.csv,2.6169736821328984,"{'C': 0.9264118959937426, 'epsilon': 0.00390625, 'gamma': 8.0, 'kernel': 'rbf'}"
poly_3_5_0.2.csv,0.07473086815323003,"{'C': 3305.2908049089924, 'epsilon': 0.00390625, 'gamma': 0.006040697208551755, 'kernel': 'rbf'}"
sin_1_5_0.0.csv,0.004554372063505202,"{'C': 2107.1060258354833, 'epsilon': 0.00390625, 'gamma': 1.1880410232895904, 'kernel': 'rbf'}"
poly_1_5_0.2.csv,0.3663997176175021,"{'C': 16524.086946246196, 'epsilon': 0.1338366953187574, 'gamma': 0.00048687303851719873, 'kernel': 'rbf'}"
rabe_176.csv,3.6542254438791204,"{'C': 0.6991974049496835, 'epsilon': 0.02272674214501347, 'gamma': 0.9403547335835105, 'kernel': 'rbf'}"
analcatdata_gviolence.csv,0.050765799710489654,"{'C': 338.0068194584593, 'epsilon': 0.03804400533210906, 'gamma': 0.000916704029785818, 'kernel': 'rbf'}"
sin_3_10_0.2.csv,8.759875550241723,"{'C': 330.18041422714356, 'epsilon': 1.0777171277155342, 'gamma': 0.007688413847733959, 'kernel': 'rbf'}"
MercuryinBass.csv,4.846370335151156,"{'C': 908.0074217711316, 'epsilon': 0.4993606257443376, 'gamma': 3.0517578125e-05, 'kernel': 'rbf'}"
poly_5_5_0.0.csv,8.674068993255712e-05,"{'C': 2243.6031532726824, 'epsilon': 0.00390625, 'gamma': 0.2307503446319624, 'kernel': 'rbf'}"
poly_5_1_0.2.csv,0.2551640160585435,"{'C': 32768.0, 'epsilon': 0.07354818288646714, 'gamma': 8.0, 'kernel': 'rbf'}"
poly_5_2_0.2.csv,0.09694863824989301,"{'C': 5.4393791196913615, 'epsilon': 0.006068563886147464, 'gamma': 3.634433435690009, 'kernel': 'rbf'}"
