,0,1,2,3,4,5
0,0.07971303208542269,0.3189495151103403,0.9912668305014112,0.1099052641973759,0.5723026222551785,2.5969335505446174
1,0.47619962251509984,0.7393224706384659,0.38915968783177346,0.06175154032393926,0.630870109989342,3.6412660047014875
2,0.9854525418382445,0.6220922500502953,0.011371412603027098,0.9851547878286937,0.8393641039378635,4.602760166566993
3,0.6253363246524573,0.32144438266061814,0.686146563814121,0.7541912998711859,0.7117686813330212,3.873436985390416
4,0.052874163825888054,0.8742064985875005,0.5597532453424241,0.5032471310860336,0.900844558964889,3.8047459290206316
5,0.04192321018754297,0.1583808447484174,0.9672014544607465,0.14302925738968686,0.5059138966625607,2.9008599902295167
6,0.4617578294882163,0.9367173095001972,0.09225514056988526,0.41591856188024257,0.15762649107285087,3.588799486044269
7,0.6699920787036685,0.9057962784589818,0.02947516592012056,0.19337077446584472,0.292132713999256,4.0389216893160755
8,0.12025537819621823,0.0854715216702967,0.35833495934442683,0.5791232531000814,0.7621573013871475,3.1667256478859667
9,0.4254213222994988,0.9196430759844766,0.16045904768269292,0.11879182876117012,0.06256624103149855,3.3126304879702797
10,0.20560872644431494,0.05331411556972243,0.2724484387823033,0.5966684622914057,0.9053343920170617,3.2499955838979444
11,0.27849514402878317,0.45990524869832905,0.030819757292423478,0.3370914103233942,0.5657377089376212,3.6012716175201342
12,0.8540435249158731,0.590570820963138,0.028558951555617718,0.8143820665146786,0.08216415550928158,3.7041407877495707
13,0.7374708603759365,0.34059147632943454,0.37740769232073257,0.6337217070431297,0.7009128151518235,4.091010701650372
14,0.9119090221750991,0.16866527984041535,0.5780072539329256,0.3672779906611009,0.33313583867849006,3.486193420063316
15,0.4767852436124913,0.39523838926688915,0.15515531588801612,0.5580445292806855,0.6441776311454481,3.413402234094575
16,0.14474822162995393,0.9196410043418886,0.6072516906385014,0.6905068293095912,0.7762513836024963,4.00956747297837
17,0.6781972872718013,0.05959337557060629,0.5251277685968445,0.6225060335615922,0.4685422144837478,3.0196227611210977
18,0.9845381321022748,0.7064992597946866,0.2070943420709297,0.3379842238346832,0.7003902963710881,3.88078751059534
