,body_weight,brain_weight,total_sleep,maximum_life_span,gestation_time,predation_index,sleep_exposure_index
0,1.0,0.9999999999999999,0.04046242774566475,0.373469387755102,1.0,0.5,1.0
1,0.00015028479121602405,0.0011554377033895795,0.3294797687861273,0.02551020408163265,0.047393364928909956,0.5,0.0
2,0.0005087158104213374,0.0077905919276405585,0.5722543352601157,0.12244897959183673,0.07582938388625592,0.0,0.0
3,1.3751127151901962e-07,0.0009978746743176566,0.8034682080924858,0.1824243490499648,0.020537124802527645,1.0,0.25
4,0.3827772763621711,0.8058473341769303,0.07514450867052025,0.683673469387755,0.966824644549763,0.5,1.0
5,0.0015855117234637149,0.03142504628842901,0.416184971098266,0.2551020408163265,0.2654028436018957,0.75,0.75
6,2.7051397675872705e-09,2.801120516834186e-08,0.9884393063583816,0.17346938775510204,0.036334913112164295,0.0,0.0
7,0.02404568607157025,0.029586810949256567,0.208092485549133,0.28979591836734686,0.6003159557661928,0.75,1.0
8,0.0004959415392966197,0.004481768317130176,0.6878612716763007,0.26530612244897955,0.08056872037914692,0.0,0.25
9,0.007838893152869623,0.0770307897031356,0.4104046242774567,0.4897959183673469,0.34439178515007896,0.0,0.0
10,6.311992791036965e-08,0.0011204236969291521,0.5722543352601157,0.05102040816326531,0.1579778830963665,1.0,0.75
11,0.06988277657791012,0.07405459915399927,0.07514450867052025,0.28571428571428564,0.42496050552922593,1.0,1.0
12,8.190562074083682e-08,0.0004201435677206056,0.4450867052023123,0.1824243490499648,0.20592961812932395,0.25,0.0
13,0.02811842427721553,0.07335431902479073,0.028901734104046256,0.38775510204081626,0.5576619273301738,1.0,1.0
14,1.0519987985061608e-08,0.00021005952895804166,0.3352601156069365,0.015306122448979591,0.047393364928909956,0.0,0.0
15,0.00045085587650349853,0.004376726297748894,0.34682080924855496,0.4897959183673469,0.02527646129541864,0.25,0.25
16,1.1722272326211506e-07,0.0006127206032529559,0.4682080924855492,0.04081632653061225,0.047393364928909956,0.25,0.25
17,2.930568081552877e-08,0.0008753256517061609,0.4682080924855492,0.08571428571428572,0.17061611374407581,0.25,0.25
18,0.00021190186369995633,0.0030637010554828686,0.2023121387283237,0.32653061224489793,0.20592961812932395,0.0,0.25
19,0.009017131807196523,0.014180648106668544,0.8959537572254339,0.05102040816326531,0.20592961812932395,0.0,0.0
20,0.0795010513071093,0.11904759745564839,0.4585409607335058,0.26530612244897955,0.6129541864139021,1.0,1.0
21,0.0041568973580980596,0.02013302920494119,0.06936416184971098,0.18367346938775508,0.21484992101105846,1.0,1.0
22,1.7282837404029783e-08,0.00017504552249761432,0.6820809248554915,0.019387755102040816,0.0063191153238546585,0.5,0.0
23,0.031109106575825902,0.07107840860486295,0.5433526011560694,0.3806122448979591,0.37914691943127965,0.0,0.75
24,0.012774270373289954,0.05689773598838988,0.208092485549133,0.39795918367346933,0.4707740916271722,0.0,0.5
25,0.005459873012819261,0.020920844350300803,0.601156069364162,0.14489795918367346,0.08056872037914692,0.0,0.0
26,1.4427412093798776e-08,0.0007002556194040242,0.6473988439306361,0.07142857142857142,0.02527646129541864,1.0,0.0
27,0.00015629621292177355,0.0009628606678572291,0.3236994219653179,0.057142857142857134,0.08846761453396525,1.0,0.5
28,0.0782987669659594,0.11467084664809497,0.017341040462427737,0.44897959183673464,0.5118483412322276,1.0,1.0
29,0.015028553512946012,0.027485970561630928,0.4739884393063585,0.20816326530612242,0.13902053712480253,0.0,0.0
30,0.005259993241103091,0.00980389729911513,0.4585409607335058,0.14591836734693878,0.03317535545023696,0.5,1.0
31,0.0,0.0,0.37572254335260125,0.006122448979591837,0.015007898894154818,1.0,0.25
32,7.514277132186863e-10,1.9257703553235027e-08,1.0000000000000002,0.22448979591836735,0.06003159557661927,0.0,0.0
33,0.009317702892483997,0.23109241812901582,0.3121387283236995,1.0,0.40284360189573454,0.0,0.0
34,1.758340848931726e-08,0.0005251855871018876,0.46242774566474,0.1824243490499648,0.028436018957345967,0.25,0.0
35,0.0002028847311413321,0.0014180427518427844,0.49710982658959546,0.1824243490499648,0.052132701421800945,0.5,0.0
36,2.7051397675872705e-09,4.551820839855552e-08,0.6127167630057805,0.012244897959183671,0.011058451816745654,0.75,0.0
37,6.462278333680702e-09,3.326330613740596e-08,0.5895953757225435,0.0,0.028436018957345967,0.75,0.0
38,0.00025548467106664013,0.0011029166936989384,0.9710982658959539,0.03061224489795918,0.0,0.25,0.0
39,0.0005259986478253672,0.0018907318390585532,0.8554913294797688,0.04591836734693877,0.17061611374407581,0.25,0.0
40,0.0375713849095066,0.08578429131824243,0.4585409607335058,0.22040816326530613,0.6761453396524487,1.0,1.0
41,7.13856327557752e-08,0.0027135609908785956,0.8323699421965319,0.10204081632653061,0.20221169036334913,0.25,0.25
42,0.0015028546750096594,0.02013302920494119,0.4797687861271678,0.1857142857142857,0.2496050552922591,0.75,0.75
43,0.00024346182765514116,0.0019957738584398354,0.6416184971098267,0.11224489795918366,0.007898894154818325,0.25,0.0
44,0.02885482343616984,0.031512581304580074,0.3352601156069365,0.2551020408163265,0.1627172195892575,0.75,0.75
45,0.0003757131051816299,0.002118322881051331,0.3352601156069365,0.16326530612244897,0.030015797788309637,1.0,1.0
46,0.0006444236554286321,0.006862720756439234,0.5722543352601157,0.1193877551020408,0.08056872037914692,0.25,0.25
47,4.132852422702775e-08,0.00033260855156953725,0.6127167630057805,0.027551020408163266,0.014218009478672987,0.5,0.0
48,0.0006364585216685141,0.008823505118223163,0.416184971098266,0.07959183673469389,0.0631911532385466,0.0,0.0
49,0.0010219409385497002,0.031337511272277935,0.4046242774566474,0.2755102040816326,0.24012638230647707,0.25,0.5
50,1.1196272926958427e-07,0.002153336887511758,0.23121387283237,0.05102040816326531,0.3364928909952607,0.25,0.25
51,0.0005410272020897409,0.003676446168540347,0.161849710982659,0.04081632653061225,0.3364928909952607,0.5,0.25
52,0.0022287338459789107,0.017191852662265295,0.0,0.15306122448979592,0.21800947867298578,1.0,1.0
