,cars_per_hour,temperature_at_2m,wind_speed,temperature_diff_2m_25m,wind_direction,hour_of_day,day,no2_concentration
0,0.0004654125317178321,0.7002518891687657,0.46875,0.5463917525773198,0.20280112044817927,0.8260869565217391,0.9861111111111109,0.00048783128018847885
1,0.0004664232562534039,0.6297229219143576,0.33333333333333337,0.5257731958762888,0.15126050420168066,0.5652173913043479,0.2847222222222222,0.0003669128094932556
2,8.945695647203929e-05,0.3753148614609572,0.0625,0.5463917525773198,0.7823529411764707,0.13043478260869565,0.8350694444444444,0.0004087801088800871
3,0.00036885438658372505,0.2871536523929471,0.14583333333333334,0.6804123711340208,0.20168067226890757,0.9565217391304348,0.19270833333333331,0.0006188147200543711
4,0.000442803120078435,0.4357682619647355,0.23958333333333337,0.5463917525773198,0.1764705882352941,0.4347826086956522,0.1440972222222222,0.0006106289883760303
5,0.0004628831086875956,0.5340050377833754,0.13541666666666669,0.5876288659793816,0.6224089635854342,0.782608695652174,0.8593749999999999,0.0005742644718231336
6,0.0001825990093773913,0.2695214105793451,0.13541666666666669,0.5876288659793816,0.5879551820728292,0.17391304347826086,0.8159722222222221,0.0005453875727084515
7,7.247443375225416e-05,0.36523929471032746,0.3645833333333333,0.5463917525773198,0.1711484593837535,0.13043478260869565,0.7309027777777777,0.00018146668138716485
8,0.00039554717758065884,0.14861460957178846,0.5104166666666667,0.5463917525773198,0.17507002801120447,0.4782608695652174,0.7465277777777777,0.617112694070919
9,8.067514445431114e-05,0.42821158690176325,0.28125,0.597938144329897,0.157703081232493,0.08695652173913043,0.9062499999999999,0.00022601106311218296
10,0.00021990571384348406,0.3904282115869018,0.15625,0.5876288659793816,0.21288515406162464,0.043478260869565216,0.03993055555555555,0.0005102296009347082
11,0.000519960316343042,0.49370277078085645,0.09375,0.7113402061855671,0.5966386554621849,0.7391304347826086,0.02604166666666667,0.0006371201749614299
12,0.0005467210113139421,0.7758186397984886,0.3854166666666667,0.26804123711340216,0.6397759103641457,0.6956521739130435,0.9374999999999999,0.000552335471574468
13,0.0001427589643441024,0.43073047858942065,0.21875,0.6494845360824744,0.22605042016806723,0.17391304347826086,0.9097222222222221,0.0005432541199466096
14,0.00029791562731962674,0.44584382871536526,0.28125,0.5670103092783506,0.6526610644257703,0.0,0.0642361111111111,0.00039247317709182044
15,0.00041683507341902374,0.25440806045340053,0.05208333333333334,0.8556701030927836,0.7854341736694678,0.8260869565217391,0.720486111111111,0.0006742786253560388
16,0.000325190825477885,0.6322418136020151,0.3958333333333333,0.5567010309278352,0.24089635854341737,1.0,0.26736111111111105,0.0002953961876728349
17,0.00047562163303450087,0.5743073047858942,0.7083333333333334,0.44329896907216504,0.020448179271708684,0.3913043478260869,0.8993055555555555,0.0004444328226783455
18,0.00030564231604957416,0.4408060453400504,0.22916666666666669,0.6597938144329898,0.7703081232492998,0.21739130434782608,0.1909722222222222,0.00047859739939891237
19,0.0004601160217484779,0.4886649874055416,0.3229166666666667,0.5154639175257734,0.19047619047619047,0.4782608695652174,0.23437499999999997,0.0004790960524275737
20,0.0004731705607434563,0.6750629722921915,0.4375,0.5773195876288661,0.854341736694678,0.5652173913043479,0.0,0.00037720852790855994
21,0.000137721011814081,0.473551637279597,0.010416666666666671,0.5773195876288661,0.638655462184874,0.17391304347826086,0.13888888888888887,0.0004309398583733881
22,0.0004586795915299647,0.4156171284634761,0.4166666666666667,0.5360824742268042,0.1103641456582633,0.4347826086956522,0.6944444444444444,0.0006062740852590536
23,0.0005066550549826509,0.3979848866498741,0.59375,0.5360824742268042,0.16946778711484592,0.6086956521739131,0.7309027777777777,0.000475589837210358
24,0.0004735074689219801,0.3324937027707809,0.22916666666666669,0.7010309278350517,0.226890756302521,0.8260869565217391,0.11458333333333331,0.0005295597389281145
25,6.879586654720733e-05,0.3249370277078086,0.47916666666666674,0.5463917525773198,0.15826330532212884,0.13043478260869565,0.6545138888888888,0.00020700944946707114
26,0.00033281957578384295,0.6347607052896725,0.13541666666666669,0.597938144329897,0.2871148459383754,0.9565217391304348,0.9496527777777777,0.0005683803660849282
27,0.0004792127085807839,0.6120906801007557,0.46875,0.4020618556701032,0.6190476190476191,0.4347826086956522,0.2534722222222222,0.000499796997374281
28,0.0005086412462211586,0.8161209068010076,0.05208333333333334,0.5463917525773198,0.5591036414565826,0.6956521739130435,0.9895833333333333,0.0005389168163482914
29,0.000438915617568877,0.5491183879093199,0.40625000000000006,0.4948453608247424,0.792717086834734,0.4782608695652174,0.15451388888888887,0.0004948241556021785
30,0.00047328416931528394,0.5214105793450882,0.47916666666666674,0.5773195876288661,0.411764705882353,0.782608695652174,0.048611111111111105,0.00043657365984622616
31,0.0002608491984537216,0.6020151133501259,0.30208333333333337,0.5567010309278352,0.19887955182072828,0.0,0.30729166666666663,0.0002223542742353322
32,0.00046818614788521546,0.6574307304785894,0.15625,0.2783505154639176,0.7616246498599439,0.4782608695652174,0.8645833333333333,0.0005886706555962671
33,0.0004495086375075852,0.7380352644836272,0.2916666666666667,0.463917525773196,0.15126050420168066,0.5217391304347826,0.2725694444444444,0.00019465458736870578
34,0.000422093713864435,0.2267002518891688,0.10416666666666669,0.5670103092783506,0.1753501400560224,0.8695652173913043,0.7031249999999999,0.0006474608699244176
35,0.0005051676967836632,0.5491183879093199,0.6458333333333334,0.5567010309278352,0.11428571428571428,0.7391304347826086,0.9045138888888888,0.00017215262501259787
36,0.0005452401823432203,0.5566750629722922,0.020833333333333336,0.32989690721649495,0.5767507002801121,0.30434782608695654,0.8732638888888888,0.0006566810621994719
37,0.00023880130044519798,0.6372795969773299,0.08333333333333334,0.618556701030928,0.24621848739495797,0.17391304347826086,0.9947916666666665,0.0005492399117926204
38,0.00034126839716000664,0.30730478589420657,0.2604166666666667,0.5463917525773198,0.21008403361344538,0.9130434782608696,0.09027777777777776,0.0003885699949537487
39,0.00030359866760232594,0.39294710327455923,0.03125,0.7319587628865981,0.15406162464985992,0.21739130434782608,0.07118055555555555,0.000551993258711661
40,0.00029596469391375525,0.13098236775818645,0.42708333333333337,0.5463917525773198,0.2184873949579832,0.21739130434782608,0.109375,0.0005322250882538618
41,0.0003964599636922413,0.5037783375314862,0.0625,0.5773195876288661,0.761904761904762,0.3913043478260869,0.0763888888888889,0.0005217357751333123
42,0.9975188932589318,0.6826196473551638,0.4166666666666667,0.5360824742268042,0.896358543417367,0.5217391304347826,0.0,0.0003909224639477869
43,0.00023641160289985337,0.3979848866498741,0.18750000000000003,0.5360824742268042,0.1764705882352941,0.0,0.1597222222222222,0.0004171320582346484
44,0.00045601436055179646,0.8866498740554156,0.46875,0.44329896907216504,0.3778711484593838,0.5652173913043479,0.9774305555555556,0.0004094899561326522
45,0.0005512509898848713,0.5365239294710328,0.7708333333333334,0.5670103092783506,0.607843137254902,0.6956521739130435,0.22048611111111108,0.0005068133388128587
46,0.0005223735191101441,0.9496221662468514,0.5,0.4329896907216496,0.7411764705882354,0.6521739130434783,0.9913194444444444,0.00043657365984622616
47,0.00035377056344368385,0.6649874055415617,0.75,0.6391752577319589,0.6106442577030813,0.8695652173913043,0.0034722222222222238,0.0002822669467534894
48,0.00015030022299129646,0.5062972292191436,0.3125,0.7216494845360826,0.6974789915966387,0.17391304347826086,0.21527777777777776,0.0004975520809942677
49,0.0002032483466913443,0.47607052896725444,0.18750000000000003,0.6701030927835053,0.611764705882353,0.17391304347826086,0.8784722222222221,0.0003226148210294583
50,0.0004744019731944177,0.2846347607052897,0.020833333333333336,0.5257731958762888,0.4873949579831933,0.5217391304347826,0.09027777777777776,0.00044204711014906315
51,0.000283846446252117,0.42821158690176325,0.17708333333333334,0.5670103092783506,0.804201680672269,0.26086956521739135,0.829861111111111,0.000333362260423668
52,0.0001820779769617669,0.49622166246851385,0.07291666666666667,0.5773195876288661,0.0196078431372549,0.17391304347826086,0.140625,0.0004101958923810711
53,0.0004793733275961265,0.8740554156171285,0.14583333333333334,0.5360824742268042,0.6837535014005602,0.782608695652174,0.9340277777777777,0.0006123948067481139
54,0.00026339690332310257,0.2695214105793451,0.09375,0.5876288659793816,0.15126050420168066,0.4347826086956522,0.09375,0.0004906589361863003
55,0.00031634372117749713,0.49622166246851385,0.2604166666666667,0.5567010309278352,0.1792717086834734,1.0,0.046875,0.0002902493062162193
56,0.00019826915721571651,0.47607052896725444,0.7083333333333334,0.5463917525773198,0.18907563025210083,0.043478260869565216,0.6822916666666666,0.0002348597099933325
57,0.8654978977210418,0.5717884130982368,0.375,0.5876288659793816,0.5882352941176471,0.21739130434782608,0.1284722222222222,0.00043657365984622616
58,0.00045874227212131804,0.6171284634760705,0.21875,0.8247422680412373,0.6918767507002801,0.6521739130434783,0.027777777777777776,0.0005939817992270299
59,0.0003576397841140969,0.29722921914357686,0.6875000000000001,0.5463917525773198,0.13445378151260504,0.3913043478260869,0.10069444444444445,0.0002637639861370391
60,0.000334619031093944,0.47607052896725444,0.03125,0.6288659793814434,0.700280112044818,0.8695652173913043,0.125,0.0005028984236623479
61,0.00042316973068266676,0.5138539042821159,0.14583333333333334,0.6288659793814434,0.24929971988795516,0.9130434782608696,0.1875,0.0005593733235358508
62,0.0004568461842328809,0.2695214105793451,0.07291666666666667,0.5360824742268042,0.5235294117647059,0.4782608695652174,0.7135416666666666,0.0007604576017211797
63,0.00017997164792316544,0.5541561712846348,0.625,0.618556701030928,0.515406162464986,0.043478260869565216,0.7690972222222221,0.00042050921031503406
64,0.0005145880673258031,0.5667506297229219,0.2604166666666667,0.5463917525773198,0.11624649859943978,0.7391304347826086,0.9444444444444444,0.0005683803660849282
65,0.0004748472665621568,0.7002518891687657,0.5625,0.463917525773196,0.5518207282913166,0.5652173913043479,0.3125,0.0006131457195442157
66,0.0005393142547690271,0.7455919395465995,0.5416666666666667,0.4536082474226805,0.5994397759103641,0.6956521739130435,0.27951388888888884,0.0005969932724197304
67,0.00018919352992601978,0.38035264483627207,0.44791666666666663,0.5463917525773198,0.16890756302521007,0.17391304347826086,0.6701388888888888,0.00028762502243400866
68,0.0004972320727492046,0.7128463476070529,0.15625,0.4948453608247424,0.7100840336134454,0.6086956521739131,0.8628472222222221,0.000551993258711661
69,0.0002876242577268066,0.5062972292191436,0.13541666666666669,0.6082474226804125,0.7647058823529412,1.0,0.1423611111111111,0.0005256858893211404
70,9.260404449623627e-05,0.5188916876574308,0.14583333333333334,0.5463917525773198,0.1711484593837535,0.13043478260869565,0.8975694444444444,0.00038539034858275434
71,0.000477428923418521,0.5617128463476071,0.19791666666666669,0.5567010309278352,0.10784313725490197,0.782608695652174,0.9444444444444444,0.0005467974897032159
72,0.00046300455233334273,0.2896725440806046,0.125,0.5154639175257734,0.14313725490196078,0.6086956521739131,0.8420138888888888,0.0003877799721161831
73,0.0005344826258522102,0.5188916876574308,0.33333333333333337,0.5360824742268042,0.22408963585434172,0.30434782608695654,0.05555555555555555,0.0005059509623985854
74,0.0004445647058645934,0.4508816120906801,0.3125,0.5360824742268042,0.4966386554621849,0.8260869565217391,0.8506944444444444,0.0005185170187208543
75,0.00048483306827212965,0.49370277078085645,0.6875000000000001,0.5257731958762888,0.22324929971988797,0.4347826086956522,0.9131944444444444,0.0006278334956158876
76,0.00012215794331931753,0.5289672544080605,0.18750000000000003,0.5876288659793816,0.5994397759103641,0.13043478260869565,0.25173611111111105,0.00031927286798639
77,0.0005282563537777821,0.5743073047858942,0.5833333333333334,0.5876288659793816,0.5938375350140056,0.6521739130434783,0.13194444444444445,0.000588101604492971
78,0.0005382591314812465,0.4886649874055416,0.10416666666666669,0.5773195876288661,0.5966386554621849,0.30434782608695654,0.22569444444444445,0.000564571048046369
79,0.00031389264888645257,0.4811083123425693,0.18750000000000003,0.5567010309278352,0.226890756302521,0.9565217391304348,0.04513888888888888,0.0004414467710125963
80,0.0005301589708944856,0.3677581863979849,0.0625,0.6494845360824744,0.6831932773109244,0.6521739130434783,0.8350694444444444,0.0005626390119980652
81,0.0004818165648132522,0.3778337531486146,0.3854166666666667,0.5567010309278352,0.11596638655462185,0.7391304347826086,0.6545138888888888,0.00041090182862948976
82,0.00045671821135886785,0.5642317380352645,0.17708333333333334,0.8453608247422681,0.7873949579831934,0.8260869565217391,0.8871527777777777,0.0006895804290786898
83,0.0004060148363366601,0.5944584382871536,0.33333333333333337,0.5463917525773198,0.1680672268907563,0.9565217391304348,0.2847222222222222,0.0002739443299300258
84,0.0005040629513610612,0.42821158690176325,0.5208333333333334,0.618556701030928,0.6302521008403361,0.7391304347826086,0.08506944444444445,0.0005414589690434285
85,0.00042889586387192147,0.5516372795969773,0.6770833333333334,0.6597938144329898,0.5467787114845938,0.8260869565217391,0.7638888888888888,0.0005337308248502122
86,0.0004948737154995367,0.23929471032745597,0.13541666666666669,0.618556701030928,0.05322128851540616,0.5652173913043479,0.08854166666666666,0.0005225316644770976
87,0.00048544812157478407,0.4659949622166247,0.07291666666666667,0.7422680412371135,0.48179271708683474,0.7391304347826086,0.03125,1.0
88,7.247443375225416e-05,0.2770780856423174,0.42708333333333337,0.5670103092783506,0.17983193277310924,0.08695652173913043,0.6510416666666666,0.0001745246490273679
89,0.0005335659222036681,0.49622166246851385,0.9375000000000001,0.5670103092783506,0.5935574229691877,0.6956521739130435,0.7795138888888888,0.00048640180817298266
90,0.00026423395038679975,0.45340050377833757,0.10416666666666669,0.6804123711340208,0.938375350140056,0.26086956521739135,0.19791666666666666,0.0006093579120284619
91,0.0002828840380057131,0.6095717884130982,0.4166666666666667,0.5567010309278352,0.26890756302521013,0.0,0.31076388888888884,0.00015207939623138226
92,0.0002307781847519754,0.4433249370277078,0.16666666666666666,0.8350515463917527,0.453781512605042,0.0,0.6336805555555555,0.000588101604492971
93,0.00031911603149922764,0.6070528967254408,0.05208333333333334,0.5670103092783506,0.24369747899159663,0.21739130434782608,0.30208333333333337,0.0005363414201179105
94,0.0005470409434989745,0.6272040302267002,0.09375,0.6907216494845363,0.7366946778711485,0.6956521739130435,0.0017361111111111119,0.0005705705284068922
95,0.00048354158692112106,0.707808564231738,0.05208333333333334,0.5670103092783506,0.30448179271708686,0.782608695652174,0.9809027777777777,0.0005840830477325816
96,0.000539921472997762,0.49370277078085645,0.3229166666666667,0.6907216494845363,0.6890756302521008,0.30434782608695654,0.019097222222222224,0.000648923585475158
