,FICE,1_AK,1_AL,1_AR,1_AZ,1_CA,1_CO,1_CT,1_DC,1_DE,1_FL,1_GA,1_HI,1_IA,1_ID,1_IL,1_IN,1_KS,1_KY,1_LA,1_MA,1_MD,1_ME,1_MI,1_MN,1_MO,1_MS,1_MT,1_NC,1_ND,1_NE,1_NH,1_NJ,1_NM,1_NV,1_NY,1_OH,1_OK,1_OR,1_PA,1_RI,1_SC,1_SD,1_TN,1_TX,1_UT,1_VA,1_VT,1_WA,1_WI,1_WV,1_WY,Public/private_indicator,Number_of_applications_received,Number_of_applicants_accepted,Number_of_new_students_enrolled,Number_of_fulltime_undergraduates,Number_of_parttime_undergraduates,In-state_tuition,Out-of-state_tuition,Room_and_board_costs,Estimated_book_costs,Pct._of_faculty_with_Ph.D.s,Pct._of_faculty_with_terminal_degree,Student/faculty_ratio,Instructional_expenditure_per_student
0,0.0020048251724489458,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0032876256268336837,0.0042213348545350835,0.004995274740110706,0.006015704154002027,0.03975269063430272,0.28017411950929955,0.2637416012304703,0.3844086021505376,0.3155555555555556,0.7010309278350515,0.65,0.10726256983240223,0.14988043209367524
1,0.0020727853477861963,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037807694708587365,0.05293782087849401,0.12285675712164167,0.1211372847011145,0.20691550263338673,0.04994064107637514,0.16927062252084513,0.31317204301075274,0.2488888888888889,0.6082474226804123,0.6903891509433961,0.08603351955307262,0.16658695472911683
2,0.002140745523123447,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002309661041636322,0.0031184635862331247,0.00958552720399622,0.013709473150962513,0.08463476070528968,0.04994064107637514,0.16927062252084513,0.47096774193548396,0.18222222222222223,0.3195876288659794,0.38750000000000007,0.08044692737430166,0.12781396882988372
3,0.3554317170138299,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04223974697767328,0.059440958357102114,0.1544484946672067,0.19471884498480244,0.48252805129379434,0.04994064107637514,0.16927062252084513,0.5188172043010754,0.21777777777777776,0.4123711340206186,0.6903891509433961,0.12737430167597763,0.10244908056403065
4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05788718034083107,0.07168663243962732,0.13041717294451194,0.12344858156028368,0.01392260132814289,0.0482785912148793,0.09536145065975876,0.17338709677419353,0.18222222222222223,0.46391752577319584,0.4125000000000001,0.1340782122905028,0.08590747917869217
5,3.398008766862526e-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0064504047108762145,0.010838562464346835,0.02173619549075199,0.04141337386018237,0.02642546370506068,0.20261179263949347,0.18440864567311585,0.2674731182795699,0.11555555555555555,0.4536082474226804,0.45000000000000007,0.3407821229050279,0.03524367114702728
6,6.796017533725052e-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027383008385526125,0.0325917474805096,0.07452409882543538,0.07364488348530902,0.015113350125944584,0.06885635140482785,0.13745648830243665,0.23790322580645165,0.09333333333333332,0.6597938144329897,0.65,0.1854748603351955,0.06677661416673537
7,0.00010194026300587578,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09579891383507771,0.12310325156873932,0.1701093560145808,0.12639311043566362,0.018502404396610946,0.04036406806489909,0.07917105156642111,0.09408602150537634,0.18222222222222223,0.4123711340206186,0.4125000000000001,0.18324022346368712,0.11798286033383429
8,0.00023786061368038375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15632867933165484,0.25693097547062177,0.412042662346429,0.5130129179331308,0.07854362262422716,0.06410763751483972,0.21274184408645674,0.3592741935483872,0.22666666666666666,0.7938144329896907,0.8875,0.16089385474860335,0.07929413704955883
9,0.0003398008766862595,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01602197299153124,0.021030614185206315,0.036316997434858916,0.04169832826747721,0.009434394321044195,0.4424218440838939,0.42969319193718125,0.41196236559139787,0.13777777777777778,0.6804123711340205,0.7375,0.1307262569832402,0.11239383194524613
10,0.0004757212273607675,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021889760502715412,0.025366039170945046,0.08194950722289725,0.11755952380952381,0.047309365697275015,0.0484368816778789,0.07795677163442079,0.17150537634408605,0.18222222222222223,0.556701030927835,0.6000000000000001,0.19106145251396647,0.05129050878205656
11,0.0005776614903666433,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.011922844836555068,0.018444571211256894,0.014715809369515321,0.015165906788247216,0.00572475383558507,0.3007518796992481,0.2847891200518093,0.3575268817204301,0.18222222222222223,0.5670103092783505,0.65,0.10167597765363126,0.09679228168549517
12,0.0006116415780352685,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033125949353919146,0.05240540026621031,0.11732145267989738,0.16150582573454914,0.06750629722921915,0.049861495844875335,0.0633854124504169,0.18010752688172046,0.21333333333333335,0.5979381443298969,0.5875,0.1988826815642458,0.04568318627855199
13,0.0007135818410411512,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.005784556482656735,0.007339798440768207,0.016065883623599297,0.015609169199594734,0.003022670025188917,0.20973486347447565,0.1916943252651178,0.3145161290322581,0.20443239411660463,0.6391752577319587,0.625,0.17430167597765361,0.05483631565927269
