,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9
0,0.21428571428571425,0.0967741935483871,0.07692307692307693,0.42105263157894735,0.0,0.125,0.125,0.21739130434782608
1,0.5714285714285714,0.0967741935483871,0.23076923076923075,0.894736842105263,0.13513513513513514,0.3333333333333333,0.375,0.4782608695652174
2,0.6428571428571428,0.4838709677419355,0.1794871794871795,0.894736842105263,0.24324324324324326,0.5,0.375,0.7391304347826088
3,0.6607142857142856,0.4193548387096774,0.23076923076923075,0.9473684210526316,0.2972972972972973,0.41666666666666663,0.375,0.5652173913043478
4,0.6428571428571428,0.22580645161290322,0.1794871794871795,1.0,0.2972972972972973,0.5,0.625,0.6086956521739131
5,0.6428571428571428,0.6129032258064515,0.12820512820512822,0.6842105263157894,0.4594594594594595,0.41666666666666663,0.4375,0.6521739130434783
6,0.49999999999999994,0.4516129032258064,0.10256410256410256,0.736842105263158,0.2972972972972973,0.41666666666666663,0.375,0.8260869565217391
7,0.49999999999999994,0.4193548387096774,0.07692307692307693,0.6842105263157894,0.2972972972972973,0.5,0.5625,0.6521739130434783
8,0.49999999999999994,0.6129032258064515,0.07692307692307693,0.7894736842105263,0.4594594594594595,0.6666666666666666,0.625,0.782608695652174
9,0.49999999999999994,0.5483870967741935,0.07692307692307693,0.6842105263157894,0.2972972972972973,0.41666666666666663,0.625,0.6521739130434783
10,0.2857142857142857,0.4193548387096774,0.12820512820512822,0.6842105263157894,0.24324324324324326,0.6666666666666666,0.75,0.7391304347826088
11,0.35714285714285715,0.35483870967741926,0.10256410256410256,0.47368421052631576,0.2972972972972973,0.5833333333333333,0.625,0.6521739130434783
12,0.21428571428571425,0.4838709677419355,0.07692307692307693,0.47368421052631576,0.40540540540540543,0.8333333333333333,0.5,0.6956521739130435
13,0.35714285714285715,0.22580645161290322,0.12820512820512822,0.3684210526315789,0.40540540540540543,0.75,0.75,0.6521739130434783
14,0.5714285714285714,0.29032258064516125,0.12820512820512822,0.2631578947368421,0.35135135135135137,0.75,0.625,0.7391304347826088
15,0.7857142857142856,0.4516129032258064,0.12820512820512822,0.3684210526315789,0.5675675675675675,0.75,0.8125,0.7391304347826088
16,0.25,0.4193548387096774,0.1794871794871795,0.3684210526315789,0.6216216216216217,0.5833333333333333,0.5,0.782608695652174
17,0.6071428571428572,0.5161290322580645,0.23076923076923075,0.3684210526315789,0.7297297297297298,0.5833333333333333,0.75,0.8260869565217391
18,0.49999999999999994,0.35483870967741926,0.28205128205128205,0.42105263157894735,0.8378378378378379,0.5833333333333333,0.375,0.8695652173913043
19,0.2857142857142857,0.4838709677419355,0.3846153846153846,0.3157894736842105,1.0,0.5833333333333333,0.75,0.9130434782608695
20,0.42857142857142855,0.6129032258064515,0.3333333333333333,0.5789473684210527,0.7837837837837838,0.6666666666666666,0.625,0.7391304347826088
21,0.9285714285714286,0.7419354838709677,0.5384615384615384,0.47368421052631576,0.8378378378378379,0.75,1.0,0.7391304347826088
22,0.7857142857142856,0.6774193548387096,0.43589743589743585,0.5789473684210527,0.7297297297297298,0.5833333333333333,0.5625,0.7391304347826088
23,0.8571428571428572,0.8709677419354838,0.4871794871794871,0.5789473684210527,0.5675675675675675,0.6666666666666666,0.5,0.9130434782608695
24,0.9285714285714286,0.8064516129032258,0.4871794871794871,0.47368421052631576,0.6216216216216217,0.6666666666666666,0.5,0.7391304347826088
25,0.8928571428571428,0.6774193548387096,0.5384615384615384,0.6842105263157894,0.6216216216216217,0.6666666666666666,0.8125,0.9130434782608695
26,0.8571428571428572,0.4838709677419355,0.6923076923076923,0.5789473684210527,0.8918918918918919,0.6666666666666666,0.5,0.8260869565217391
27,0.8571428571428572,0.8064516129032258,0.7435897435897435,0.47368421052631576,1.0,0.6666666666666666,0.625,1.0
28,0.9285714285714286,0.5483870967741935,0.5897435897435898,0.2631578947368421,0.7837837837837838,0.5833333333333333,0.375,0.6521739130434783
29,1.0,0.5161290322580645,0.4871794871794871,0.47368421052631576,0.7837837837837838,0.5833333333333333,0.6875,0.9130434782608695
30,0.7857142857142856,0.4838709677419355,0.5897435897435898,0.3684210526315789,0.7837837837837838,0.8333333333333333,0.375,0.4782608695652174
31,0.7142857142857142,0.6129032258064515,0.641025641025641,0.42105263157894735,0.7837837837837838,0.6666666666666666,0.25,0.4347826086956522
32,0.49999999999999994,0.5483870967741935,0.4615384615384615,0.3684210526315789,0.7297297297297298,0.5833333333333333,0.25,0.4782608695652174
33,0.6785714285714286,0.5483870967741935,0.3846153846153846,0.3684210526315789,0.5135135135135136,0.5833333333333333,0.25,0.4782608695652174
34,0.5357142857142856,0.6129032258064515,0.3846153846153846,0.3684210526315789,0.5135135135135136,0.9166666666666666,0.25,0.39130434782608703
35,0.7142857142857142,0.35483870967741926,0.43589743589743585,0.3684210526315789,0.5135135135135136,0.9166666666666666,0.375,0.6521739130434783
36,0.7857142857142856,0.7419354838709677,0.5384615384615384,0.5789473684210527,0.3783783783783784,1.0,0.25,0.39130434782608703
37,0.8214285714285714,0.5483870967741935,0.641025641025641,0.5789473684210527,0.4594594594594595,0.8333333333333333,0.25,0.6521739130434783
38,0.9285714285714286,0.22580645161290322,0.7948717948717948,0.3684210526315789,0.24324324324324326,0.9166666666666666,0.25,0.4782608695652174
39,0.9642857142857142,0.22580645161290322,0.8974358974358974,0.2631578947368421,0.4594594594594595,0.9166666666666666,0.25,0.6521739130434783
40,0.8571428571428572,0.4193548387096774,0.5897435897435898,0.3157894736842105,0.35135135135135137,0.9166666666666666,0.25,0.5652173913043478
41,0.8571428571428572,0.0967741935483871,0.7435897435897435,0.7894736842105263,0.35135135135135137,0.7083333333333333,0.1875,0.6521739130434783
42,0.5714285714285714,0.0,0.6923076923076923,0.5789473684210527,0.24324324324324326,0.8333333333333333,0.1875,0.4782608695652174
43,0.7857142857142856,0.0967741935483871,0.9999999999999999,0.42105263157894735,0.35135135135135137,0.75,0.1875,0.7391304347826088
44,0.6428571428571428,0.6774193548387096,0.6923076923076923,0.5789473684210527,0.24324324324324326,0.9166666666666666,0.125,0.6521739130434783
45,0.46428571428571425,0.6129032258064515,0.3333333333333333,0.42105263157894735,0.24324324324324326,0.5833333333333333,0.125,0.39130434782608703
46,0.39285714285714285,1.0,0.3589743589743589,0.3684210526315789,0.2972972972972973,0.41666666666666663,0.125,0.21739130434782608
47,0.2857142857142857,0.5161290322580645,0.1794871794871795,0.2631578947368421,0.08108108108108109,0.25,0.125,0.39130434782608703
48,0.21428571428571425,0.4193548387096774,0.23076923076923075,0.2631578947368421,0.08108108108108109,0.25,0.0625,0.4782608695652174
49,0.14285714285714285,0.16129032258064516,0.12820512820512822,0.15789473684210525,0.02702702702702703,0.125,0.0625,0.30434782608695654
50,0.07142857142857142,0.19354838709677416,0.05128205128205129,0.05263157894736842,0.02702702702702703,0.08333333333333333,0.0,0.4347826086956522
51,0.0,0.0967741935483871,0.0,0.0,0.02702702702702703,0.0,0.0,0.0
