,JanTemp,RelHum,Rain,Mortality,Education,PopDensity,%NonWhite,%WC,pop,pop/house,income,HCPot,NOxPot,S02Pot,NOx
0,0.2727272727272727,0.6000000000000001,0.4727272727272727,0.40672394008001733,0.7272727272727275,0.21821264228626788,0.21220159151193635,0.3098591549295775,0.0657038760618238,0.7840909090909087,0.17030292102416156,0.030911901081916538,0.04402515723270441,0.20938628158844766,0.04402515723270441
1,0.19999999999999998,0.5428571428571429,0.45454545454545453,0.6424340166857925,0.6060606060606064,0.3439089367885687,0.0716180371352785,0.5950704225352113,0.08724366046766381,0.5568181818181821,0.2558600793364587,0.010819165378670788,0.02830188679245283,0.1371841155234657,0.02830188679245283
2,0.3090909090909091,0.4571428571428571,0.6181818181818182,0.5322705703563564,0.24242424242424265,0.34136594817147015,0.0,0.19718309859154926,0.06265521228623648,0.6363636363636362,0.27380093761269375,0.007727975270479134,0.015723270440251576,0.11552346570397112,0.015723270440251576
3,0.6,0.5142857142857142,0.6727272727272726,0.5941134509816082,0.6363636363636362,0.20392346815209492,0.6976127320954907,0.5774647887323945,0.24703881951301868,0.8636363636363638,0.30066714749368906,0.02627511591962906,0.022012578616352203,0.08303249097472926,0.022012578616352203
4,0.4181818181818182,0.48571428571428577,0.5999999999999999,0.8701423564804762,0.1818181818181821,0.6054734802615646,0.6259946949602121,0.34859154929577474,0.2545601737788658,0.8977272727272725,0.2968806346916697,0.06491499227202473,0.11635220125786164,0.740072202166065,0.11635220125786164
5,0.6,0.4571428571428571,0.7818181818181817,0.743262103402289,0.36363636363636376,0.2281424073625575,0.9999999999999999,0.3274647887323945,0.09314123655481238,0.9090909090909092,0.09254417598269016,0.04482225656877898,0.09748427672955975,0.25631768953068595,0.09748427672955975
6,0.32727272727272727,0.5142857142857142,0.5999999999999999,0.4465155227491242,0.9393939393939394,0.39210462581738925,0.0716180371352785,0.5422535211267607,0.3289614592556092,0.6590909090909092,0.4896321673278037,0.030911901081916538,0.09748427672955975,0.22021660649819497,0.09748427672955975
7,0.32727272727272727,0.5142857142857142,0.6363636363636362,0.33743758335142493,0.48484848484848486,0.08464519254056671,0.11936339522546419,0.232394366197183,0.038493137776486455,0.7272727272727275,0.9680851063829787,0.007727975270479134,0.009433962264150945,0.010830324909747294,0.009433962264150945
8,0.21818181818181817,0.6571428571428573,0.4727272727272727,0.6549328536426509,0.4545454545454546,0.6225478324049407,0.1936339522546419,0.306338028169014,0.10927914260978477,0.75,0.24639379733140987,0.02627511591962906,0.034591194968553465,0.12996389891696752,0.034591194968553465
9,0.2727272727272727,0.6000000000000001,0.4727272727272727,0.37719815153676794,0.5151515151515151,0.3356744974570114,0.15649867374005305,0.2535211267605635,0.03430473729983136,0.8068181818181817,0.14907140281283793,0.017001545595054096,0.01886792452830189,0.06859205776173286,0.01886792452830189
10,0.5454545454545454,0.5142857142857142,0.7636363636363637,0.7036566076357658,0.1818181818181821,0.10426253330104143,0.5676392572944295,0.2640845070422535,0.037018682405969575,0.8409090909090913,0.0,0.02627511591962906,0.022012578616352203,0.09386281588447654,0.022012578616352203
11,0.2545454545454545,0.5714285714285714,0.41818181818181815,0.7262351518158985,0.5757575757575761,0.5668442722208767,0.41114058355437666,0.39084507042253525,0.059085452400256776,0.625,0.48733321312657774,0.13446676970633695,0.1949685534591195,1.0,0.1949685534591195
12,0.4,0.5428571428571429,0.5454545454545454,0.5574543311726576,0.36363636363636376,0.3221118914991523,0.3236074270557029,0.4190140845070425,0.1566426932190513,0.6363636363636362,0.25446267580238,0.03863987635239567,0.07861635220125787,0.5234657039711191,0.07861635220125787
13,0.2909090909090909,0.6285714285714286,0.45454545454545453,0.6054647520392025,0.6363636363636362,0.19387260837975298,0.36870026525198935,0.38028169014084523,0.2176643115298312,0.7272727272727275,0.4479805265055896,0.0463678516228748,0.06289308176100629,0.22743682310469315,0.06289308176100629
14,0.34545454545454546,0.5714285714285714,0.4909090909090909,0.5213844865552213,0.8787878787878789,0.3412448534754178,0.3262599469496021,0.5563380281690142,0.0,0.6931818181818179,0.1793635052289937,0.03400309119010819,0.025157232704402517,0.05054151624548736,0.025157232704402517
15,0.6181818181818182,0.4571428571428571,0.45454545454545453,0.21514747387029765,0.8484848484848486,0.0,0.3713527851458886,0.6126760563380282,0.22484861587449917,0.6477272727272729,0.5854219257122251,0.0,0.0,0.0,0.0
16,0.32727272727272727,0.5714285714285714,0.4727272727272727,0.4512607387650034,0.7272727272727275,0.31339307338338585,0.30769230769230765,0.35915492957746475,0.10027449875633855,0.7954545454545454,0.20059502344031732,0.007727975270479134,0.009433962264150945,0.05415162454873646,0.009433962264150945
17,0.32727272727272727,0.0,0.09090909090909088,0.2513413764227894,0.9696969696969697,0.40966335674497456,0.10344827586206896,0.6795774647887325,0.15999785524840837,0.5681818181818179,0.6002975117201585,0.02472952086553323,0.022012578616352203,0.09747292418772564,0.022012578616352203
18,0.2727272727272727,0.6000000000000001,0.3818181818181818,0.5225630369382501,0.5454545454545459,0.4108743037054977,0.3978779840848806,0.341549295774648,0.5353583403843473,0.8977272727272725,0.36404615939415796,0.07882534775888718,0.1069182389937107,0.444043321299639,0.1069182389937107
19,0.21818181818181817,0.6571428571428573,0.3636363636363636,0.4666129082281425,0.5454545454545459,0.272826350205861,0.3262599469496021,0.0,0.0399522559645689,1.0,0.28029210241615576,0.015455950540958269,0.009433962264150945,0.036101083032490974,0.009433962264150945
20,0.21818181818181817,0.6571428571428573,0.3818181818181818,0.2500077536209413,0.5757575757575761,0.21615403245337853,0.11405835543766576,0.4014084507042255,0.05850791545850568,0.8181818181818183,0.18630544536602955,0.0061823802163833074,0.00628930817610063,0.032490974729241874,0.00628930817610063
21,0.5090909090909091,0.4285714285714286,0.5818181818181818,0.5594702726173124,0.4242424242424243,0.10026640833131509,0.5809018567639256,0.267605633802817,0.08920326159294675,0.9090909090909092,0.16534439235485032,0.010819165378670788,0.00628930817610063,0.01444043321299639,0.00628930817610063
22,0.2727272727272727,0.5142857142857142,0.5999999999999999,0.30003411593214047,0.7575757575757578,0.17776701380479534,0.16976127320954906,0.6267605633802817,0.07252524132136329,0.6818181818181817,0.5311485755499459,0.00927357032457496,0.00628930817610063,0.032490974729241874,0.00628930817610063
23,0.7818181818181819,0.6000000000000001,0.6545454545454545,0.501814347300189,0.7272727272727275,0.14604020343908938,0.5358090185676392,0.46126760563380276,0.32035484596070146,0.7954545454545454,0.6209880995311936,0.007727975270479134,0.012578616352201259,0.0,0.012578616352201259
24,0.3090909090909091,0.6285714285714286,0.5272727272727273,0.5518717240951525,0.7272727272727275,0.3597723419714217,0.39257294429708217,0.45070422535211274,0.1278190968289087,0.6590909090909092,0.2559953119365308,0.018547140649149925,0.01886792452830189,0.11552346570397112,0.01886792452830189
25,0.34545454545454546,0.48571428571428577,0.45454545454545453,0.40008684055453925,0.9090909090909092,0.22051344151126182,0.31299734748010605,0.5211267605633803,0.09688117781708458,0.5113636363636362,0.22543274432023064,0.00927357032457496,0.009433962264150945,0.010830324909747294,0.009433962264150945
26,0.36363636363636365,0.4571428571428571,0.5999999999999999,0.16536922742920934,0.15151515151515182,0.2147008961007508,0.055702917771883284,0.34859154929577474,0.029142241692400414,0.8295454545454546,0.20131626397403535,0.015455950540958269,0.01886792452830189,0.11191335740072203,0.01886792452830189
27,0.7454545454545455,0.2571428571428571,0.01818181818181816,0.21874515398691186,0.9393939393939394,0.3946476144344878,0.18567639257294427,0.5316901408450703,0.9021539293616002,0.011363636363636687,0.4887306166606562,1.0,1.0,0.4657039711191336,1.0
28,0.4181818181818182,0.5428571428571429,0.3636363636363636,0.6157305461650591,0.27272727272727293,0.36728021312666503,0.3262599469496021,0.3098591549295775,0.10207483857922231,0.8181818181818183,0.17305265055896135,0.05718701700154559,0.11320754716981132,0.6931407942238267,0.11320754716981132
29,0.5454545454545454,0.6000000000000001,0.7272727272727273,0.6691685016902893,0.4242424242424243,0.24897069508355532,0.9522546419098142,0.334507042253521,0.0967640017432855,0.954545454545455,0.09592499098449325,0.02163833075734158,0.05345911949685535,0.11913357400722023,0.05345911949685535
30,0.9999999999999999,0.6285714285714286,0.909090909090909,0.21930341469466264,0.7575757575757578,0.3894405425042383,0.33687002652519893,0.47535211267605626,0.18416250640480739,0.0,0.3167147493689144,0.0030911901081916533,0.0,0.0,0.0
31,0.14545454545454548,0.7428571428571429,0.3636363636363636,0.4293024842601496,0.6363636363636362,0.18079438120610317,0.1326259946949602,0.35915492957746475,0.15610920466525188,0.6931818181818179,0.4277857915614858,0.04945904173106646,0.06918238993710692,0.4476534296028881,0.06918238993710692
