,PREC,JANT,OVR65,POPN,EDUC,HOUS,DENS,NONW,WWDRK,POOR,HC,NOX,SO2,HUMID,MORT
0,0.52,0.2727272727272727,0.4032258064516129,0.6885245901639339,0.7272727272727275,0.6150627615062763,0.21821264228626788,0.21220159151193635,0.33976833976834,0.1352941176470588,0.030911901081916538,0.04402515723270441,0.20938628158844766,0.6000000000000001,921.87
1,0.5,0.19999999999999998,0.8870967741935482,0.360655737704918,0.6060606060606064,0.502092050209205,0.3439089367885687,0.0716180371352785,0.6525096525096525,0.2941176470588235,0.010819165378670788,0.02830188679245283,0.1371841155234657,0.5428571428571429,997.875
2,0.6799999999999999,0.3090909090909091,0.7741935483870966,0.4754098360655741,0.24242424242424265,0.6192468619246863,0.34136594817147015,0.0,0.21621621621621623,0.17647058823529405,0.007727975270479134,0.015723270440251576,0.11552346570397112,0.4571428571428571,962.3539999999999
3,0.74,0.6,0.14516129032258063,0.8032786885245908,0.6363636363636362,0.4476987447698746,0.20392346815209492,0.6976127320954907,0.6332046332046333,0.6588235294117648,0.02627511591962906,0.022012578616352203,0.08303249097472926,0.5142857142857142,982.291
4,0.6599999999999999,0.4181818181818182,0.32258064516129037,0.8524590163934427,0.1818181818181821,0.7447698744769875,0.6054734802615646,0.6259946949602121,0.38223938223938236,0.28823529411764703,0.06491499227202473,0.11635220125786164,0.740072202166065,0.48571428571428577,1071.289
5,0.8600000000000001,0.6,0.33870967741935487,0.8688524590163942,0.36363636363636376,0.0,0.2281424073625575,0.9999999999999999,0.35907335907335924,0.9470588235294117,0.04482225656877898,0.09748427672955975,0.25631768953068595,0.4571428571428571,1030.38
6,0.6599999999999999,0.32727272727272727,0.8548387096774194,0.5081967213114753,0.9393939393939394,0.7154811715481175,0.39210462581738925,0.0716180371352785,0.5945945945945947,0.11176470588235299,0.030911901081916538,0.09748427672955975,0.22021660649819497,0.5142857142857142,934.7
7,0.7,0.32727272727272727,0.5967741935483871,0.6065573770491808,0.48484848484848486,0.8033472803347284,0.08464519254056671,0.11936339522546419,0.25482625482625476,0.06470588235294117,0.007727975270479134,0.009433962264150945,0.010830324909747294,0.5142857142857142,899.529
8,0.52,0.21818181818181817,0.5483870967741934,0.639344262295082,0.4545454545454546,0.6861924686192471,0.6225478324049407,0.1936339522546419,0.3359073359073359,0.18823529411764695,0.02627511591962906,0.034591194968553465,0.12996389891696752,0.6571428571428573,1001.9019999999999
9,0.52,0.2727272727272727,0.6290322580645161,0.721311475409836,0.5151515151515151,0.5230125523012554,0.3356744974570114,0.15649867374005305,0.2779922779922781,0.22352941176470575,0.017001545595054096,0.01886792452830189,0.06859205776173286,0.6000000000000001,912.347
10,0.8400000000000001,0.5454545454545454,0.33870967741935487,0.7704918032786887,0.1818181818181821,0.10041841004184127,0.10426253330104143,0.5676392572944295,0.28957528957528944,0.8705882352941174,0.02627511591962906,0.022012578616352203,0.09386281588447654,0.5142857142857142,1017.613
11,0.46,0.2545454545454545,0.4838709677419354,0.45901639344262346,0.5757575757575761,0.6945606694560675,0.5668442722208767,0.41114058355437666,0.4285714285714286,0.07647058823529407,0.13446676970633695,0.1949685534591195,1.0,0.5714285714285714,1024.885
12,0.6000000000000001,0.4,0.5806451612903224,0.4754098360655741,0.36363636363636376,0.4267782426778246,0.3221118914991523,0.3236074270557029,0.45945945945945965,0.33529411764705874,0.03863987635239567,0.07861635220125787,0.5234657039711191,0.5428571428571429,970.467
13,0.5,0.2909090909090909,0.5161290322580646,0.6065573770491808,0.6363636363636362,0.8158995815899583,0.19387260837975298,0.36870026525198935,0.41698841698841704,0.11764705882352944,0.0463678516228748,0.06289308176100629,0.22743682310469315,0.6285714285714286,985.95
14,0.54,0.34545454545454546,0.3870967741935484,0.5573770491803272,0.8787878787878789,0.48535564853556545,0.3412448534754178,0.3262599469496021,0.6100386100386102,0.2647058823529411,0.03400309119010819,0.025157232704402517,0.05054151624548736,0.5714285714285714,958.8389999999999
15,0.5,0.6181818181818182,0.24193548387096764,0.4918032786885247,0.8484848484848486,0.5481171548117159,0.0,0.3713527851458886,0.6718146718146718,0.3941176470588236,0.0,0.0,0.0,0.4571428571428571,860.1010000000001
16,0.52,0.32727272727272727,0.30645161290322587,0.7049180327868854,0.7272727272727275,0.6317991631799167,0.31339307338338585,0.30769230769230765,0.3938223938223939,0.15294117647058814,0.007727975270479134,0.009433962264150945,0.05415162454873646,0.5714285714285714,936.2339999999999
17,0.09999999999999998,0.32727272727272727,0.4193548387096774,0.3770491803278686,0.9696969696969697,0.7280334728033475,0.40966335674497456,0.10344827586206896,0.7451737451737452,0.1941176470588234,0.02472952086553323,0.022012578616352203,0.09747292418772564,0.0,871.7660000000001
18,0.42,0.2727272727272727,0.25806451612903236,0.8524590163934427,0.5454545454545459,0.8451882845188288,0.4108743037054977,0.3978779840848806,0.37451737451737466,0.24705882352941166,0.07882534775888718,0.1069182389937107,0.444043321299639,0.6000000000000001,959.221
19,0.39999999999999997,0.21818181818181817,0.14516129032258063,1.0,0.5454545454545459,0.5313807531380754,0.272826350205861,0.3262599469496021,0.0,0.17647058823529405,0.015455950540958269,0.009433962264150945,0.036101083032490974,0.6571428571428573,941.181
20,0.42,0.6,0.27419354838709686,0.4918032786885247,0.7272727272727275,0.5815899581589963,0.04880116250908212,0.2838196286472148,0.5521235521235521,0.5352941176470587,0.0,0.0,0.0,0.4285714285714286,891.7080000000001
21,0.42,0.21818181818181817,0.5483870967741934,0.7377049180327875,0.5757575757575761,0.6694560669456067,0.21615403245337853,0.11405835543766576,0.4401544401544404,0.1705882352941176,0.0061823802163833074,0.00628930817610063,0.032490974729241874,0.6571428571428573,871.3380000000001
22,0.6399999999999999,0.5090909090909091,0.08064516129032262,0.8688524590163942,0.4242424242424243,0.20920502092050208,0.10026640833131509,0.5809018567639256,0.2934362934362935,0.5941176470588234,0.010819165378670788,0.00628930817610063,0.01444043321299639,0.4285714285714286,971.122
23,0.6599999999999999,0.2727272727272727,0.5483870967741934,0.5409836065573774,0.7575757575757578,0.8493723849372383,0.17776701380479534,0.16976127320954906,0.6872586872586872,0.00588235294117645,0.00927357032457496,0.00628930817610063,0.032490974729241874,0.5142857142857142,887.466
24,0.72,0.7818181818181819,0.0,0.7049180327868854,0.7272727272727275,0.5397489539748959,0.14604020343908938,0.5358090185676392,0.5057915057915057,0.4999999999999998,0.007727975270479134,0.012578616352201259,0.0,0.6000000000000001,952.529
25,0.5800000000000001,0.3090909090909091,0.4999999999999999,0.5081967213114753,0.7272727272727275,0.493723849372385,0.3597723419714217,0.39257294429708217,0.49420849420849433,0.22352941176470575,0.018547140649149925,0.01886792452830189,0.11552346570397112,0.6285714285714286,968.665
26,0.5,0.34545454545454546,0.5806451612903224,0.29508196721311464,0.9090909090909092,0.481171548117155,0.22051344151126182,0.31299734748010605,0.5714285714285714,0.2647058823529411,0.00927357032457496,0.009433962264150945,0.010830324909747294,0.48571428571428577,919.7289999999999
27,0.6599999999999999,0.36363636363636365,0.7258064516129031,0.7540983606557372,0.15151515151515182,0.5188284518828454,0.2147008961007508,0.055702917771883284,0.38223938223938236,0.15294117647058814,0.015455950540958269,0.01886792452830189,0.11191335740072203,0.4571428571428571,844.053
28,0.01999999999999999,0.7454545454545455,0.5806451612903224,0.11475409836065609,0.9393939393939394,0.99581589958159,0.3946476144344878,0.18567639257294427,0.583011583011583,0.1705882352941176,1.0,1.0,0.4657039711191336,0.2571428571428571,861.8330000000001
29,0.39999999999999997,0.4181818181818182,0.4354838709677421,0.7377049180327875,0.27272727272727293,0.44351464435146504,0.36728021312666503,0.3262599469496021,0.33976833976834,0.4882352941176469,0.05718701700154559,0.11320754716981132,0.6931407942238267,0.5428571428571429,989.265
30,0.8,0.5454545454545454,0.27419354838709686,0.9344262295081975,0.4242424242424243,0.2384937238493725,0.24897069508355532,0.9522546419098142,0.36679536679536673,0.9999999999999998,0.02163833075734158,0.05345911949685535,0.11913357400722023,0.6000000000000001,1006.49
31,1.0,0.9999999999999999,0.7096774193548386,0.09836065573770458,0.7575757575757578,0.9121338912133892,0.3894405425042383,0.33687002652519893,0.5212355212355211,0.7647058823529411,0.0030911901081916533,0.0,0.0,0.6285714285714286,861.439
32,0.39999999999999997,0.14545454545454548,0.5161290322580646,0.5573770491803272,0.6363636363636362,0.7782426778242684,0.18079438120610317,0.1326259946949602,0.3938223938223939,0.0,0.04945904173106646,0.06918238993710692,0.4476534296028881,0.7428571428571429,929.15
33,0.3,0.0,0.5806451612903224,0.5901639344262293,0.9393939393939394,0.6820083682008367,0.07919593121821264,0.031830238726790444,0.6988416988416986,0.02352941176470591,0.029366306027820713,0.031446540880503145,0.09025270758122744,0.5714285714285714,857.622
34,0.7,0.5090909090909091,0.4354838709677421,0.6557377049180326,0.3333333333333335,0.14644351464435168,0.1502785178009203,0.5358090185676392,0.47490347490347506,0.8647058823529412,0.02472952086553323,0.04088050314465409,0.2779783393501805,0.5142857142857142,961.0089999999999
35,0.72,0.32727272727272727,0.7419354838709676,0.3934426229508201,0.6969696969696972,0.6861924686192471,0.22838459675466213,0.21220159151193635,0.444015444015444,0.16470588235294104,0.00463678516228748,0.00628930817610063,0.025270758122743684,0.5714285714285714,923.2339999999999
36,0.8800000000000001,0.7636363636363637,0.29032258064516137,0.721311475409836,0.21212121212121193,0.2510460251046025,0.20961491886655362,0.8116710875331563,0.4517374517374517,0.8705882352941174,0.029366306027820713,0.050314465408805034,0.0,0.6857142857142857,1113.156
37,0.6399999999999999,0.38181818181818183,0.6612903225806449,0.18032786885245855,0.5151515151515151,0.6987447698744771,0.729111164930976,0.27851458885941643,0.5752895752895755,0.17647058823529405,0.061823802163833076,0.07861635220125787,0.3862815884476534,0.5714285714285714,994.648
38,0.6399999999999999,0.36363636363636365,0.5645161290322579,0.6557377049180326,0.4545454545454546,0.8661087866108788,0.5632114313393074,0.4429708222811671,0.444015444015444,0.22352941176470575,0.04327666151468315,0.09748427672955975,0.5776173285198556,0.4571428571428571,1015.023
39,0.52,0.3090909090909091,0.6290322580645161,0.6557377049180326,0.48484848484848486,0.4518828451882846,0.24170501332041658,0.1936339522546419,0.4517374517374517,0.2588235294117647,0.06800618238021638,0.18238993710691825,0.9458483754512635,0.5142857142857142,991.29
40,0.54,0.4727272727272728,0.9193548387096774,0.11475409836065609,0.9090909090909092,0.6150627615062763,0.23565027851780093,0.07427055702917772,0.6370656370656369,0.24117647058823521,0.08500772797527048,0.06289308176100629,0.1552346570397112,1.0000000000000002,893.9910000000001
41,0.6399999999999999,0.3090909090909091,0.8225806451612901,0.44262295081967196,0.3333333333333335,0.5313807531380754,0.2503027367401308,0.037135278514588865,0.1930501930501931,0.37058823529411755,0.007727975270479134,0.009433962264150945,0.06137184115523466,0.5142857142857142,938.5
42,0.6200000000000001,0.38181818181818183,0.9032258064516127,0.2622950819672134,0.1818181818181821,0.5481171548117159,0.4119641559699685,0.05039787798408489,0.1853281853281854,0.276470588235294,0.015455950540958269,0.031446540880503145,0.3176895306859206,0.4571428571428571,946.185
43,0.6799999999999999,0.49090909090909096,0.4193548387096774,0.6557377049180326,0.6060606060606064,0.5481171548117159,0.2817873577137321,0.7374005305039787,0.6061776061776061,0.476470588235294,0.017001545595054096,0.025157232704402517,0.1696750902527076,0.4285714285714286,1025.502
44,0.44,0.23636363636363636,0.8548387096774194,0.4754098360655741,0.6363636363636362,0.6569037656903767,0.3528699442964398,0.11140583554376657,0.4864864864864864,0.08235294117647063,0.00927357032457496,0.009433962264150945,0.06137184115523466,0.6285714285714286,874.2810000000001
45,0.48000000000000004,0.36363636363636365,0.5967741935483871,0.5081967213114753,0.21212121212121193,0.41841004184100417,0.4503511746185517,0.43501326259946943,0.4362934362934363,0.34705882352941175,0.0463678516228748,0.04402515723270441,0.24187725631768955,0.5428571428571429,953.56
46,0.0,0.7818181818181819,0.27419354838709686,0.31147540983606525,0.9393939393939394,0.9246861924686196,0.19278275611528214,0.13527851458885942,0.6640926640926641,0.2705882352941176,0.22102009273570325,0.20440251572327045,0.06859205776173286,0.6571428571428573,839.709
47,0.15999999999999998,0.6545454545454545,0.5806451612903224,0.0,0.9696969696969697,0.8744769874476992,0.3405182852991039,0.3421750663129973,0.6718146718146718,0.15294117647058814,0.4791344667697063,0.5345911949685535,0.3068592057761733,0.9428571428571428,911.701
48,0.06,0.6727272727272727,0.22580645161290336,0.721311475409836,0.9696969696969697,1.0000000000000004,0.15270041172196655,0.058355437665782495,0.6988416988416986,0.01764705882352935,0.160741885625966,0.09748427672955975,0.007220216606498196,0.9428571428571428,790.7330000000001
49,0.5,0.5090909090909091,0.6451612903225806,0.16393442622950793,0.9696969696969697,0.6569037656903767,0.26459191087430367,0.129973474801061,0.7915057915057915,0.04117647058823526,0.029366306027820713,0.01886792452830189,0.06859205776173286,0.9714285714285713,899.2639999999999
50,0.7,0.2909090909090909,0.8064516129032256,0.4754098360655741,0.6363636363636362,0.6610878661087867,0.0535238556551223,0.06896551724137931,0.3127413127413128,0.1705882352941176,0.0061823802163833074,0.009433962264150945,0.06859205776173286,0.5142857142857142,904.155
51,0.56,0.21818181818181817,0.6774193548387096,0.6885245901639339,0.7272727272727275,0.468619246861925,0.4216517316541536,0.07957559681697612,0.6447876447876448,0.09999999999999998,0.010819165378670788,0.012578616352201259,0.08664259927797835,0.6571428571428573,950.672
52,0.42,0.2545454545454545,0.5967741935483871,0.4918032786885247,0.5151515151515151,0.6066945606694563,0.21893921046258172,0.23076923076923073,0.38996138996138985,0.24705882352941166,0.015455950540958269,0.01886792452830189,0.08664259927797835,0.6000000000000001,972.4639999999999
53,0.6000000000000001,0.19999999999999998,0.9193548387096774,0.5901639344262293,0.3939393939393945,0.2928870292887029,0.027851780092031986,0.04509283819628647,0.5250965250965252,0.24117647058823521,0.0061823802163833074,0.0031446540880503146,0.036101083032490974,0.6285714285714286,912.202
54,0.6200000000000001,0.4545454545454546,0.09677419354838712,0.5409836065573774,1.0000000000000004,0.9497907949790796,0.468273189634294,0.6657824933687001,1.0,0.05294117647058827,0.09891808346213292,0.0849056603773585,0.36462093862815886,0.40000000000000013,967.803
55,0.36000000000000004,0.36363636363636365,0.22580645161290336,0.5737704918032787,0.9393939393939394,0.5941422594142263,0.2693146040203439,0.17771883289124668,0.6872586872586872,0.22352941176470575,0.00463678516228748,0.0031446540880503146,0.0,0.4571428571428571,823.7639999999999
56,0.7,0.38181818181818183,0.33870967741935487,0.7704918032786887,0.6969696969696972,0.6443514644351467,0.20719302494550737,0.29973474801061006,0.5212355212355211,0.08823529411764708,0.02009273570324575,0.031446540880503145,0.14801444043321302,0.5142857142857142,1003.502
57,0.7,0.21818181818181817,0.9999999999999999,0.5409836065573774,0.6363636363636362,0.5439330543933054,0.27088883506902395,0.005305039787798407,0.42471042471042475,0.2705882352941176,0.00927357032457496,0.00628930817610063,0.025270758122743684,0.5142857142857142,895.696
58,0.6399999999999999,0.38181818181818183,0.6612903225806449,0.4918032786885247,0.0,0.3933054393305442,1.0,0.10610079575596815,0.32432432432432456,0.29999999999999993,0.010819165378670788,0.022012578616352203,0.1732851985559567,0.4571428571428571,911.817
59,0.56,0.2909090909090909,0.5322580645161291,0.918032786885246,0.5151515151515151,0.5439330543933054,0.24340033906514894,0.2891246684350132,0.14285714285714302,0.21176470588235285,0.02009273570324575,0.03773584905660378,0.1371841155234657,0.5714285714285714,954.442
