,Age,Civil,Can/US,Income
0,0.2917460220317195,0.7589417056161849,0.28050079798526195,0.37749248381695766
1,0.6023781998873531,0.5326527512696964,0.12666825909431886,0.26575252348643086
2,0.5010215261652571,0.40214012161569435,0.30296750944128725,0.3876380551474447
3,0.4038361150361032,0.48273770177748876,0.40458518471694593,0.34611982035874156
4,0.2847387732182392,0.38195138051458155,0.48173528370292007,0.3257378126656343
5,0.18400579618947774,0.403939150895985,0.6706951170462294,0.3542341569087499
6,0.5392112252233707,0.4687687201981843,0.20503533455245418,0.3126526535017075
7,0.4229285233711118,0.67656728611954,0.19109422715141353,0.261206249651329
8,0.3087483140858429,0.6592011882633599,0.7063452834400017,0.16041408889572828
9,0.871166608598419,0.5716667846021175,0.2849151976335108,0.5389639067643517
10,0.550822452467823,0.8264283154223492,0.5013314858189096,0.3757457844124556
11,0.342232185826416,0.4186782057670354,0.3319567784554608,0.37375165863364956
12,0.34817961579125545,0.5535996488400042,0.41871201318843354,0.48000488709202277
13,0.1359727485534364,0.5951786754953063,0.5344765434847426,0.41053316965076225
14,0.48299733892817154,0.7035334118528663,0.4154743131536949,0.26788938762814624
15,0.397791377941064,0.5044148129227338,0.41131002160965346,0.33848641448862266
16,0.4954256281433568,0.7595963090066606,0.2704650354911846,0.2954875354876505
17,0.5163407568530419,0.6473686053200148,0.054483625499055416,0.15131737946832763
18,0.7381277778872214,0.6426355721426767,0.33932089859909254,0.19476855229609596
19,0.39498411832955793,0.4832324553758144,0.3007342695092432,0.35867455365897244
20,0.7487911405775218,0.7090669267657014,0.14144913899823622,0.3760952729275416
21,0.49785410527371154,0.8424280879343159,0.40196668544388736,0.3909222265678455
22,0.28158531822752736,0.6460400850680323,0.42209107380902167,0.323351391726288
23,0.6222152291790134,0.6832690605672919,0.341939509752314,0.2601254809430661
24,0.7759589052800244,0.7499592978871145,0.3746974620544442,0.34523108701828037
25,0.20195572570993475,0.7538417164892582,0.3393967533495522,0.6976876286119225
26,0.7856948413198321,0.8990083395567913,0.18970344484615634,0.3908829375981172
27,0.5459321162978032,0.548553490877015,0.3868519551338171,0.1833105906514448
28,0.6230039051724416,0.7856694948984906,0.32957596858852545,0.3088968658103819
29,0.49688205586689604,0.4506995298114932,0.32615898059270754,0.5051803472708931
30,0.6131420489373113,0.7277073027850108,0.7883894682727437,0.2152909697498715
31,0.3727633482077747,0.7666938041480899,0.39301828625322843,0.4500438024944979
32,0.3696446376532836,0.8038077206709945,0.1597515029701386,0.579781034099556
33,0.40449966564157336,0.5403017076477977,0.4795933939239002,0.2966940982616638
34,0.49421468235154664,0.6981412551109815,0.28831187937975866,0.3437341921350519
35,0.6340757988481084,0.4381219399962508,0.548172913029396,0.2632622072513467
36,0.5623112793781381,0.6855550358725124,0.39122266557844554,0.2850737785416034
37,0.49960972119804037,0.7806364865327988,0.21754622189080827,0.47808265071432116
38,0.31717156899118104,0.609153820948344,0.367157298474458,0.2557760483144339
39,0.6163880422140358,0.6327306379781903,0.4713885502960069,0.3946660739795942
40,0.31188871152699477,0.5162305479445414,0.30973206379183127,0.2385394372571008
41,0.2804077543450273,0.6544525399392309,0.549943752248092,0.3079458547461522
42,0.3551009118654577,0.650299321817738,0.5163557610172592,0.29290001249518055
43,0.4647316437961794,0.8023768801150393,0.12565434511785734,0.3011639741253646
44,0.43774975047306647,0.7783932474187958,0.4285188688691768,0.3265913692488356
45,0.42448611871776454,0.6061626984880348,0.17354308253343678,0.6113762029336227
46,0.39177071215477893,0.5972254924996753,0.45769229263151656,0.32620051088542285
47,0.2822727130539332,0.5736716872651,0.5249282428605072,0.36174895269875595
48,0.4798371848468159,0.5947870640507845,0.4283645301844289,0.21720260355566667
49,0.7576253108903199,0.6961018347550925,0.24291420973167213,0.2673341398554543
50,0.404824514765846,0.5846400951110373,0.5275509376396754,0.20310777236892474
51,0.6858959900322074,0.6892110348461864,0.5381660715574335,0.41106136600167414
52,0.697924604686945,0.5144389153127308,0.5493063709599374,0.23640698259622506
53,0.630486562333818,0.5011894632605594,0.528683332708669,0.6451094745276185
54,0.24988272333476647,0.5574685069199347,0.3157889761119069,0.2473253030576728
55,0.3121950529940649,0.29887345756251016,0.10008905660968417,0.472550585415558
56,0.2883892098995982,0.2578886283350974,0.17255031390776707,0.3420183095516986
57,0.2690281566753799,0.24697651720259087,0.3832219473077997,0.26902500235089744
58,0.3665767947701221,0.5550563776656392,0.10121412352800663,0.3947884990038042
59,0.33061471366695677,0.6911214247785917,0.5214457490292997,0.27325993711188523
60,0.13364191918500906,0.6320090538264794,0.376593159534959,0.4107789610490245
61,0.3299064267612548,0.5388005989312831,0.4999720858993515,0.28443326429110266
62,0.6126785626998834,0.6001636056458783,0.2644326808668699,0.5770694511068344
63,0.3018341712779214,0.5007662105975399,0.2928523120315367,0.13139603866113894
64,0.3662020998697027,0.5920268813930158,0.24446705045291886,0.20716667470942762
65,0.5754487638502989,0.691482216854447,0.4063786796686334,0.32623806578965237
66,0.3971287356868677,0.38681796428947435,0.5261298917503483,0.3078853110878824
67,0.28567710008401687,0.6721966887177196,0.34435287674665904,0.25368818390923964
68,0.6895257617220887,0.6741329669198046,0.3042003169565015,0.3166727127750389
69,0.3281871448878757,0.8225450749703743,0.4255185226000726,0.5207622634846136
70,0.25056137528016253,0.5004000764977823,0.3818265219757814,0.3576979775148187
71,0.5441318776171516,0.8827722852183818,0.5539454819154107,0.2887025830936938
72,0.461201336570773,0.4610692200554699,0.14463145835232963,0.27518678114934064
73,0.5549082164971237,0.6280802007088786,0.3648076472328958,0.30090386430055577
74,0.37138662830850633,0.6721703895231242,0.11144824955094099,0.365700541157252
75,0.43474719533770545,0.29818269277946574,0.5330675806530109,0.23934052597278355
76,0.5425320439362699,0.5649358344853613,0.5358916037853535,0.3550349483560614
77,0.2802668463536878,0.6530303288065024,0.3084004101526773,0.3563787004833882
78,0.31304254473246806,0.5971782361343867,0.3761504497302849,0.5415890342057799
79,0.5234585974341006,0.9195143146927108,0.9013849645367853,0.3221177775304946
80,0.4844784056800113,0.35558725978254024,0.49874140410723256,0.6742124444269166
81,0.34346084446806413,0.6004405690389609,0.4323466808232366,0.28640772081268023
82,0.2705969928690451,0.3753880877633712,0.3778721176173777,0.31510467166163414
83,0.2760297282933993,0.5129723242891224,0.549415901639436,0.3357919244272457
84,0.4468083970943887,0.6682419473304387,0.6071721337840612,0.30077489937217916
85,0.16809227668084586,0.4370194284478224,0.42954609658502585,0.3865700194344153
86,0.46380387651395893,0.6324614821585032,0.4294175462778309,0.38359535393317273
87,0.47735681814994846,0.6673646226357334,0.4758096627540309,0.3466284465418821
88,0.5200018666618675,0.6300760630237188,0.2988848904161774,0.2752199761174591
89,0.4878307895996732,0.22931784080653714,0.5732697592954233,0.43819394204713474
90,0.376891009939577,0.595863687329533,0.2893050395859986,0.3475566174862571
91,0.5447178777326258,0.3132587060812697,0.31765882927478717,0.4533193531321336
92,0.49971350033106565,0.605390570571711,0.3698324091099541,0.3140100304293814
93,0.3712717218723776,0.7324892360272997,0.5762600922899465,0.394889966607844
94,0.5456057911027107,0.13722701949666136,0.2672607876251589,0.2944212338401198
95,0.34569413961847323,0.7055602579063392,0.424984406702293,0.5048834752575113
96,0.5828973578389096,0.7824072441788993,0.20804289709206666,0.5597342955844451
97,0.2582111690759076,0.47780278118913955,0.2258855454745313,0.3742153972927374
98,0.2171788982505211,0.33156183602238487,0.23495309703869985,0.6835064409633438
99,0.35689604107019446,0.9822545362617815,0.33079081933759114,0.3484126017611566
