,raw,residual
0,0.6629213483146068,0.9085746734809768
1,0.6629213483146068,0.9085746734809768
2,0.6629213483146068,0.9085746734809768
3,0.6629213483146068,0.9085746734809768
4,0.651685393258427,0.8972174900624645
5,0.6404494382022473,0.8858603066439523
6,0.6179775280898877,0.8620102214650767
7,0.6179775280898877,0.8568994889267462
8,0.6629213483146068,0.8977853492333902
9,0.7078651685393259,0.9398069278818854
10,0.7078651685393259,0.9363997728563317
11,0.7191011235955057,0.9443498012492902
12,0.7191011235955057,0.9415105053946622
13,0.7303370786516855,0.9494605337876207
14,0.7303370786516855,0.9460533787620671
15,0.7078651685393259,0.9204997160704146
16,0.6629213483146068,0.8727995457126633
17,0.6067415730337079,0.8137421919363999
18,0.6629213483146068,0.8676888131743328
19,0.6966292134831461,0.8989210675752414
20,0.6741573033707865,0.8745031232254401
21,0.7078651685393259,0.9068710959681999
22,0.7303370786516855,0.9273140261215219
23,0.7640449438202247,0.9596819988642817
24,0.7640449438202247,0.9579784213515049
25,0.7415730337078653,0.9341283361726292
26,0.7415730337078653,0.9324247586598524
27,0.7528089887640451,0.9426462237365134
28,0.7528089887640451,0.9415105053946622
29,0.7528089887640451,0.940374787052811
30,0.7640449438202247,0.9500283929585464
31,0.7640449438202247,0.9488926746166951
32,0.7528089887640451,0.9363997728563317
33,0.7752808988764045,0.9579784213515049
34,0.6067415730337079,0.7864849517319705
35,0.7528089887640451,0.932992617830778
36,0.7640449438202247,0.9437819420783646
37,0.7528089887640451,0.9312890403180012
38,0.7191011235955057,0.8960817717206133
39,0.6629213483146068,0.8387279954571267
40,0.6853932584269663,0.8608745031232254
41,0.7191011235955057,0.8938103350369109
42,0.7640449438202247,0.9386712095400341
43,0.7640449438202247,0.9381033503691085
44,0.7415730337078653,0.9148211243611585
45,0.7528089887640451,0.9250425894378195
46,0.7528089887640451,0.9244747302668939
47,0.7640449438202247,0.9352640545144805
48,0.7528089887640451,0.9233390119250426
49,0.7528089887640451,0.922771152754117
50,0.7640449438202247,0.9335604770017036
51,0.7528089887640451,0.9210675752413402
52,0.7752808988764045,0.9426462237365134
53,0.7977528089887641,0.9642248722316866
54,0.7640449438202247,0.9290176036342987
55,0.7528089887640451,0.9165247018739353
56,0.7640449438202247,0.9267461669505963
57,0.7528089887640451,0.9142532651902329
58,0.6853932584269663,0.8449744463373083
59,0.6741573033707865,0.8324815445769449
60,0.6741573033707865,0.8313458262350937
61,0.7191011235955057,0.8756388415672913
62,0.7528089887640451,0.9085746734809768
63,0.7640449438202247,0.9187961385576378
64,0.7640449438202247,0.9182282793867121
65,0.7752808988764045,0.9290176036342987
66,0.7752808988764045,0.9278818852924475
67,0.7752808988764045,0.9273140261215219
68,0.7752808988764045,0.9267461669505963
69,0.7752808988764045,0.9261783077796707
70,0.7752808988764045,0.9256104486087451
71,0.7640449438202247,0.9136854060193073
72,0.7640449438202247,0.9131175468483816
73,0.7528089887640451,0.9011925042589438
74,0.7303370786516855,0.8779102782509938
75,0.7191011235955057,0.8659852356615559
76,0.6853932584269663,0.8313458262350937
77,0.6853932584269663,0.8307779670641682
78,0.7078651685393259,0.8529244747302669
79,0.6179775280898877,0.7620670073821693
80,0.7303370786516855,0.8750709823963657
81,0.7528089887640451,0.8972174900624645
82,0.7752808988764045,0.919931856899489
83,0.7752808988764045,0.9193639977285634
84,0.7640449438202247,0.9074389551391255
85,0.7752808988764045,0.9187961385576378
86,0.7977528089887641,0.9409426462237366
87,0.7977528089887641,0.9409426462237366
88,0.7865168539325843,0.9295854628052244
89,0.2359550561797753,0.3725156161272005
90,0.7640449438202247,0.9063032367972743
91,0.7752808988764045,0.9170925610448609
92,0.7752808988764045,0.9165247018739353
93,0.7752808988764045,0.9165247018739353
94,0.7752808988764045,0.9165247018739353
95,0.7640449438202247,0.9045996592844975
96,0.7640449438202247,0.9045996592844975
97,0.7640449438202247,0.9040318001135719
98,0.7640449438202247,0.9040318001135719
99,0.7752808988764045,0.9153889835320841
100,0.7752808988764045,0.9148211243611585
101,0.7752808988764045,0.9148211243611585
102,0.7752808988764045,0.9142532651902329
103,0.7752808988764045,0.9142532651902329
104,0.7752808988764045,0.9136854060193073
105,0.7752808988764045,0.9136854060193073
106,0.7752808988764045,0.9131175468483816
107,0.7752808988764045,0.912549687677456
108,0.7752808988764045,0.912549687677456
109,0.7752808988764045,0.9119818285065304
110,0.7752808988764045,0.9119818285065304
111,0.7752808988764045,0.9114139693356048
112,0.7752808988764045,0.9114139693356048
113,0.7865168539325843,0.922771152754117
114,0.7752808988764045,0.9108461101646792
115,0.7752808988764045,0.9108461101646792
116,0.7977528089887641,0.932992617830778
117,0.8089887640449439,0.9443498012492902
118,0.7865168539325843,0.9210675752413402
119,0.7752808988764045,0.909710391822828
120,0.7865168539325843,0.9204997160704146
121,0.7752808988764045,0.9091425326519024
122,0.7528089887640451,0.8858603066439523
123,0.651685393258427,0.7836456558773425
124,0.6853932584269663,0.8171493469619535
125,0.7191011235955057,0.8506530380465644
126,0.7415730337078653,0.8733674048835889
127,0.7752808988764045,0.9068710959681999
128,0.7977528089887641,0.9295854628052244
129,0.7977528089887641,0.9290176036342987
130,0.7865168539325843,0.9170925610448609
131,0.7640449438202247,0.8943781942078365
132,0.7528089887640451,0.8824531516183987
133,0.7640449438202247,0.8938103350369109
134,0.7865168539325843,0.9159568427030097
135,0.5842696629213484,0.7109596819988643
136,0.7865168539325843,0.9153889835320841
137,0.7752808988764045,0.9034639409426463
138,0.7752808988764045,0.9034639409426463
139,0.7865168539325843,0.9142532651902329
140,0.7977528089887641,0.9256104486087451
141,0.7977528089887641,0.9250425894378195
142,0.7977528089887641,0.9244747302668939
143,0.7977528089887641,0.9244747302668939
144,0.7977528089887641,0.9239068710959683
145,0.7977528089887641,0.9239068710959683
146,0.7977528089887641,0.9233390119250426
147,0.7865168539325843,0.9114139693356048
148,0.7865168539325843,0.9114139693356048
149,0.5617977528089888,0.6842703009653606
150,0.7977528089887641,0.9222032935831914
151,0.7977528089887641,0.9222032935831914
152,0.8089887640449439,0.932992617830778
153,0.8202247191011237,0.9443498012492902
154,0.8202247191011237,0.9443498012492902
155,0.7977528089887641,0.9210675752413402
156,0.7865168539325843,0.909710391822828
157,0.7977528089887641,0.9204997160704146
158,0.7977528089887641,0.9204997160704146
159,0.7752808988764045,0.8977853492333902
160,0.7415730337078653,0.8631459398069279
161,0.6966292134831461,0.8177172061328791
162,0.7415730337078653,0.8625780806360023
163,0.7977528089887641,0.9193639977285634
164,0.7977528089887641,0.9193639977285634
165,0.7640449438202247,0.8847245883021011
166,0.7977528089887641,0.9187961385576378
167,0.7977528089887641,0.9182282793867121
168,0.7865168539325843,0.9068710959681999
169,0.7977528089887641,0.9182282793867121
170,0.7977528089887641,0.9176604202157865
171,0.5393258426966293,0.6564452015900057
172,0.8089887640449439,0.9284497444633731
173,0.8202247191011237,0.9398069278818854
174,0.8202247191011237,0.9398069278818854
175,0.8202247191011237,0.9392390687109597
176,0.8202247191011237,0.9392390687109597
177,0.7640449438202247,0.881885292447473
178,0.6966292134831461,0.8137421919363999
179,0.8089887640449439,0.9273140261215219
180,0.8202247191011237,0.9381033503691085
181,0.8202247191011237,0.9381033503691085
182,0.8202247191011237,0.9375354911981829
183,0.8202247191011237,0.9375354911981829
184,0.7977528089887641,0.9148211243611585
185,0.7977528089887641,0.9142532651902329
186,0.7977528089887641,0.9142532651902329
187,0.7977528089887641,0.9142532651902329
188,0.7977528089887641,0.9136854060193073
189,0.7977528089887641,0.9136854060193073
190,0.7977528089887641,0.9131175468483816
191,0.7977528089887641,0.9131175468483816
192,0.7977528089887641,0.9131175468483816
193,0.7977528089887641,0.912549687677456
194,0.7977528089887641,0.912549687677456
195,0.7977528089887641,0.9119818285065304
196,0.7977528089887641,0.9119818285065304
197,0.6404494382022473,0.7529812606473595
198,0.7752808988764045,0.8886996024985804
199,0.7977528089887641,0.9114139693356048
200,0.7977528089887641,0.9108461101646792
201,0.7752808988764045,0.8881317433276548
202,0.7752808988764045,0.8881317433276548
203,0.7977528089887641,0.9102782509937536
204,0.7977528089887641,0.9102782509937536
205,0.7752808988764045,0.8875638841567292
206,0.7303370786516855,0.8421351504826804
207,0.5955056179775281,0.7058489494605338
208,0.7977528089887641,0.909710391822828
209,0.8202247191011237,0.9324247586598524
210,0.7977528089887641,0.909710391822828
211,0.8314606741573035,0.9437819420783646
212,0.7977528089887641,0.909710391822828
213,0.7977528089887641,0.9091425326519024
214,0.7977528089887641,0.9091425326519024
215,0.7977528089887641,0.9091425326519024
216,0.7752808988764045,0.8864281658148779
217,0.8089887640449439,0.9204997160704146
218,0.7528089887640451,0.8631459398069279
219,0.7752808988764045,0.8858603066439523
220,0.7191011235955057,0.8290743895513912
221,0.7977528089887641,0.9085746734809768
222,0.7977528089887641,0.9085746734809768
223,0.7865168539325843,0.8972174900624645
224,0.7977528089887641,0.9085746734809768
225,0.8202247191011237,0.9312890403180012
226,0.8089887640449439,0.919931856899489
227,0.7977528089887641,0.9085746734809768
228,0.8089887640449439,0.919931856899489
229,0.7977528089887641,0.9085746734809768
230,0.7977528089887641,0.9085746734809768
231,0.8089887640449439,0.919931856899489
232,0.4494382022471911,0.5565019875070982
233,0.7977528089887641,0.9085746734809768
234,0.7752808988764045,0.8858603066439523
235,0.7865168539325843,0.8972174900624645
236,0.7977528089887641,0.9085746734809768
237,0.8089887640449439,0.919931856899489
238,0.8089887640449439,0.919931856899489
239,0.7977528089887641,0.9085746734809768
240,0.7752808988764045,0.8858603066439523
241,0.7528089887640451,0.8631459398069279
