,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13
0,0.2667893284268629,0.34339001645639056,0.36706869428421607,0.2841836734693877,0.35579740477187105,0.41604384653712007,0.4952978056426332,0.33116883116883117,0.32188295165394404,0.297478329393223,0.7520151730678045,85.2
1,0.3371665133394664,0.4163466812945694,0.46775039328788676,0.4505102040816326,0.37672666387609877,0.4982561036372696,0.44618599791013586,0.5144855144855145,0.38676844783715014,0.25886524822695034,0.30014224751066854,75.4
2,0.32198712051517936,0.23861766319253977,0.23754588358678552,0.2877551020408163,0.25408120552532437,0.2526158445440957,0.3463949843260188,0.2987012987012987,0.09966072943172179,0.09141055949566587,0.13513513513513511,44.0
3,0.16099356025758968,0.27427317608337903,0.37231253277399057,0.30255102040816323,0.24989535370447885,0.19730941704035876,0.4096133751306165,0.14635364635364637,0.11492790500424088,0.18360914105594955,0.1782835467045993,40.0
4,0.20239190432382703,0.1755348326933626,0.23964341898269534,0.19387755102040816,0.1506906655504395,0.15794718485301446,0.11598746081504702,0.19480519480519481,0.11874469889737065,0.09850275807722615,0.0948316737790422,6.7
5,0.0,0.016456390565002744,0.008914525432616675,0.06989795918367346,0.0866471326915027,0.13303437967115098,0.09822361546499478,0.06143856143856144,0.03477523324851568,0.09495665878644602,0.06258890469416785,4.2
6,0.046918123275068994,0.061437191442676904,0.0356581017304667,0.033163265306122444,0.0,0.0,0.04493207941483803,0.015984015984015984,0.07548770144189991,0.09338061465721038,0.03224276908487434,20.0
7,0.05749770009199632,0.038946791003839826,0.028316727844782383,0.04795918367346939,0.052323147760569275,0.06427503736920777,0.018808777429467086,0.03196803196803197,0.05004240882103478,0.05634357762017336,0.08060692271218586,9.4
8,0.06485740570377184,0.11629182665935271,0.1373885684320923,0.1530612244897959,0.15948095437421514,0.0637767812655705,0.13061650992685475,0.2562437562437562,0.16836301950805768,0.128053585500394,0.3067804646752015,33.5
9,0.17295308187672492,0.2852441031267142,0.25694808599895125,0.36887755102040815,0.19422352448723312,0.2242152466367713,0.22988505747126436,0.1933066933066933,0.2650551314673452,0.14854215918045705,0.2038880986249407,43.0
10,0.22217111315547375,0.24136039495337355,0.2454116413214473,0.23979591836734693,0.20510673922143155,0.2491280518186348,0.2664576802507837,0.35614385614385613,0.3273960983884648,0.23522458628841605,0.21953532479848265,57.0
11,0.3095676172953082,0.3263850795392211,0.3917147351861563,0.2974489795918367,0.301381331100879,0.24065769805680118,0.3448275862068966,0.3776223776223776,0.25996607294317214,0.19936958234830573,0.2830725462304409,61.0
12,0.32198712051517936,0.49917718047174986,0.4231777661248034,0.36581632653061225,0.4487233151946421,0.4947683109118087,0.49164054336468127,0.455044955044955,0.42705682782018656,0.34948778565799843,0.42532005689900426,46.0
13,0.20147194112235509,0.3993417443773999,0.23964341898269534,0.3071428571428571,0.1670154876517371,0.3841554559043348,0.17659352142110762,0.3381618381618382,0.2905004240882103,0.27304964539007087,0.3688952110004741,77.2
14,0.25988960441582337,0.1749862863411958,0.17933927635028843,0.16785714285714284,0.13687735454164923,0.1783756851021425,0.2831765935214211,0.13236763236763235,0.2888040712468193,0.1824271079590228,0.2887624466571835,61.4
15,0.2746090156393744,0.3274821722435546,0.2108023072889355,0.17551020408163262,0.18543323566345749,0.14947683109118087,0.15673981191222572,0.14985014985014986,0.11959287531806614,0.1103230890464933,0.12328117591275485,25.7
16,0.11039558417663292,0.1426220515633571,0.13109596224436287,0.11224489795918366,0.08455420678107994,0.09965122072745392,0.14106583072100315,0.14835164835164835,0.06785411365564037,0.05516154452324665,0.06638217164532953,13.0
17,0.05519779208831646,0.06034009873834339,0.19192448872574724,0.030612244897959183,0.11218082879866052,0.014947683109118086,0.017241379310344827,0.01998001998001998,0.018235793044953347,0.01970055161544523,0.027027027027027025,19.2
18,0.12603495860165592,0.16456390565002743,0.22548505506030414,0.16785714285714284,0.12473838426119714,0.16591928251121074,0.11442006269592477,0.20379620379620378,0.18108566581849025,0.17375886524822695,0.2593646277856804,53.3
19,0.24609015639374424,0.3625891387822271,0.24278972207656002,0.21785714285714286,0.3252406864796986,0.38565022421524664,0.27481713688610243,0.33366633366633364,0.3172179813401187,0.30654058313632776,0.42958748221906107,111.8
20,0.33992640294388227,0.35216675809105874,0.3371788148925013,0.4933673469387755,0.3080786940142318,0.4703537618335825,0.6196447230929989,0.6008991008991009,0.6310432569974554,0.6233254531126871,0.7022285443338074,112.0
21,0.47838086476540936,0.7816785518376302,0.42003146303093863,0.260204081632653,0.29342821264127245,0.41504733432984553,0.5736677115987461,0.6308691308691309,0.44274809160305345,0.40819542947202514,0.6268373636794689,102.3
22,0.16559337626494938,0.25342841470104227,0.24488725747246987,0.33112244897959187,0.6391795730431141,0.5954160438465371,0.3537095088819227,0.2922077922077922,0.4300254452926209,0.35460992907801414,0.4727358937885253,95.7
23,0.4641214351425943,0.49808008776741636,0.16308337703198741,0.4704081632653061,0.15906236919213057,0.28400597907324365,0.4038662486938349,0.2807192807192807,0.21416454622561493,0.309692671394799,0.2906590801327643,64.0
24,0.2511499540018399,0.15907844212835984,0.26848453067645517,0.16785714285714284,0.17203850983675176,0.14150473343298456,0.14472309299895506,0.06343656343656344,0.12425784563189143,0.10362490149724192,0.19393077287814128,43.2
