,eastwest,northsouth,angle,radialposition,velocity
0,0.6446158633848439,0.11045366639595461,0.7468879668049793,0.8464384741455508,1769
1,0.6361999405008275,0.1331360999187864,0.7468879668049793,0.8251618903612903,1749
2,0.6277840176168112,0.1558185334416181,0.7468879668049793,0.80388530657703,1749
3,0.6193680866714502,0.17850098623129557,0.7468879668049793,0.7826087046119805,1758
4,0.6109521557260892,0.20118343902097297,0.7468879668049793,0.7613321026469313,1750
5,0.6025362328420729,0.2238658725438047,0.7468879668049793,0.7400555188626708,1745
6,0.5941203018967119,0.2465483253334821,0.7468879668049793,0.7187789168976215,1750
7,0.5857043790126956,0.26923077812315954,0.7468879668049793,0.6975023158873035,1753
8,0.5772884480673346,0.29191321164599127,0.7468879668049793,0.6762257311483119,1734
9,0.568872521152646,0.31459566443566866,0.7468879668049793,0.6549491296606281,1710
10,0.5600906857740742,0.3382643003537855,0.7468879668049793,0.6327474680710732,1711
11,0.5516747548287132,0.3609467435100401,0.7468879668049793,0.6114708747190527,1709
12,0.5432588279140246,0.3836291962997175,0.7468879668049793,0.5901942732313691,1674
13,0.5348429030146721,0.40631162982254926,0.7468879668049793,0.5689176892084258,1665
14,0.5264269740846472,0.4289940826122267,0.7468879668049793,0.5476410874820593,1680
15,0.5180110471699586,0.4516765305851927,0.7468879668049793,0.52636449030089,1648
16,0.5095951197514359,0.47435897614980294,0.7468879668049793,0.5050878952133072,1626
17,0.501179191923548,0.49704142224124104,0.7468879668049793,0.483811299606217,1581
18,0.49276326441055646,0.5197238696873793,0.7468879668049793,0.46253470282521375,1602
19,0.4843473374958678,0.5424063128436338,0.7468879668049793,0.4412581099505589,1558
20,0.475931408565843,0.5650887608165998,0.7468879668049793,0.4199815125307068,1538
21,0.4675154816511543,0.5877712039728544,0.7468879668049793,0.3987049196560519,1506
22,0.45909955473646563,0.6104536567625318,0.7468879668049793,0.3774283181683683,1521
23,0.450683627821777,0.6331360902853636,0.7468879668049793,0.35615173390674226,1498
24,0.44190179244320527,0.6568047262034804,0.7468879668049793,0.3339500723171873,1501
25,0.4334858614978443,0.6794871789931578,0.7468879668049793,0.312673470352138,1491
26,0.42506993861382797,0.7021696317828352,0.7468879668049793,0.2913968693418199,1481
27,0.416654007668467,0.7248520845725126,0.7468879668049793,0.27012026737677064,1468
28,0.408238076723106,0.7475345180953443,0.7468879668049793,0.24884368263777887,1455
29,0.3998221538390897,0.7702169516181762,0.7468879668049793,0.2275670988535185,1454
30,0.3914062228937287,0.7928994236746991,0.7468879668049793,0.2062904796624116,1456
31,0.3829902919483677,0.8155818764643766,0.7468879668049793,0.18501387769736216,1459
32,0.3745743690643514,0.8382643099872084,0.7468879668049793,0.16373729391310177,1451
33,0.366158446180335,0.8609467435100402,0.7468879668049793,0.14246071012884137,1465
34,0.3577425152349741,0.8836291770328719,0.7468879668049793,0.12118412538984974,1451
35,0.3409106533442521,0.9289941211459181,0.7468879668049793,0.07863088700763582,1486
36,0.3152969560749584,0.9980276530099668,0.7468879668049793,0.013876030101011183,1433
37,0.9719412646560083,0.5583658599432877,0.0,0.7483811387288681,1631
38,0.858055875823821,0.543280126911483,0.0,0.684551351014509,1618
39,0.8200940687979659,0.5382515476286444,0.0,0.6632747490494597,1607
40,0.7821322940174892,0.5332229731625171,0.0,0.6419981652651994,1608
41,0.7441704869916339,0.5281943962880341,0.0,0.6207215637775156,1601
42,0.7062087122111572,0.5231658194135511,0.0,0.5994449709028608,1603
43,0.6682469051853019,0.5181372425390681,0.0,0.578168378028206,1612
44,0.6302851062207914,0.5131086656645851,0.0,0.5568917808470366,1607
45,0.5906727953093035,0.507861453442284,0.0,0.5346901144736017,1618
46,0.5527110003754653,0.5028328765678011,0.0,0.5134135194456896,1649
47,0.5147492044339589,0.49780429924175135,0.0,0.4921369237899572,1595
48,0.4767874084924525,0.49277572221674615,0.0,0.4708603281938955,1580
49,0.4388256155739504,0.4877471447401743,0.0,0.4495837341232706,1574
50,0.40086381660943976,0.4827185678656913,0.0,0.4283071369421013,1574
51,0.3629020337676184,0.4776899909912083,0.0,0.40703054837396085,1559
52,0.3249402267417632,0.4726614129125475,0.0,0.3857539466475944,1578
53,0.2869784358385973,0.4676328360380645,0.0,0.36447735377293944,1591
54,0.24901662881274195,0.4626042591635815,0.0,0.3432007522852558,1579
55,0.21105483790957602,0.4575756798807428,0.0,0.3219241589332353,1588
56,0.17309306312909933,0.4525471030062599,0.0,0.3006475746716092,1581
57,0.13513122385786552,0.4475185237234212,0.0,0.2793709554805023,1569
58,0.09716944907738878,0.4424899492572939,0.0,0.25809437169624183,1572
59,0.057557162349934965,0.43724273944334846,0.0,0.2358927187197158,1584
60,0.019595323078700988,0.4322141601605098,0.0,0.21461609952860883,1565
61,0.9050871147596256,0.23748647274766338,1.0,0.8085106429469668,1718
62,0.8785686766586926,0.2544781351358058,1.0,0.7872340607724568,1711
63,0.8520501740670026,0.2714697975239483,1.0,0.7659574545311825,1710
64,0.8255317037206911,0.28846145991209077,1.0,0.7446808603232902,1715
65,0.799013201129001,0.30545312230023325,1.0,0.7234042540820158,1713
66,0.7724947630280681,0.32244478468837573,1.0,0.702127671907506,1717
67,0.7448232946805831,0.3401752053730146,1.0,0.6799260069904803,1715
68,0.7183047920888931,0.3571668773945799,1.0,0.6586494003137857,1712
69,0.6917863378652709,0.37415853014929956,1.0,0.6373728125580049,1710
70,0.6652678675189594,0.391150192537442,1.0,0.6160962183501127,1692
71,0.6387493810499585,0.4081418549255845,1.0,0.5948196181255295,1669
72,0.6122309187649917,0.42513351249701553,1.0,0.5735430301520384,1679
73,0.5857124403573356,0.44212517488515807,1.0,0.5522664329358007,1691
74,0.5591939619496794,0.4591168348649448,1.0,0.5309898373325908,1647
75,0.5326754875726957,0.4761084960489094,1.0,0.5097132424270397,1630
76,0.5061570106765416,0.4931001575339185,1.0,0.48843664637975226,1616
77,0.4796385347880557,0.5100918184168387,1.0,0.4671600511117649,1576
78,0.4531200604110719,0.5270834771924475,1.0,0.44588345781924166,1561
79,0.42660158603408804,0.5440751395805901,1.0,0.4246068621071767,1558
80,0.4000831076264319,0.5610668019687326,1.0,0.4033302648909389,1538
81,0.37241165540163623,0.5787972274700828,1.0,0.38112860276454896,1525
82,0.34589317699398014,0.5957888898582253,1.0,0.35985200554831115,1509
83,0.3193746905249793,0.6127805522463678,1.0,0.3385754053237279,1501
84,0.2928562201786678,0.6297722146345103,1.0,0.31729881111583574,1494
85,0.26633774983235625,0.6467638673892299,1.0,0.2960222233600549,1489
86,0.23981926336335557,0.663755549044218,1.0,0.2747456102312489,1493
87,0.21330079301704402,0.6807471921655148,1.0,0.2534690289275794,1487
88,0.18678232267073253,0.6977388545536574,1.0,0.2321924347196872,1495
89,0.16026385232442103,0.7147305169417998,1.0,0.21091584051179507,1511
90,0.13374538197810953,0.7317221793299422,1.0,0.18963924630390278,1505
91,0.10722687938641945,0.7487138417180847,1.0,0.16836264006262835,1508
92,0.08070840904010801,0.7657055041062273,1.0,0.14708604585473622,1507
93,0.05418993869379651,0.7826971664943696,1.0,0.1258094516468441,1513
94,0.027671468347485018,0.7996888096156665,1.0,0.10453287034317454,1493
95,0.0,0.8174192592005738,1.0,0.0823311860698151,1495
96,0.8129530395074248,0.011330253926236322,0.8174273858921162,0.9602220281086922,1736
97,0.7990184248803278,0.03302029076290386,0.8174273858921162,0.9389454213992189,1744
98,0.7850838424986093,0.05471032759957145,0.8174273858921162,0.9176688210128963,1765
99,0.7711492439942016,0.07640032590254764,0.8174273858921162,0.8963922504097408,1766
100,0.7426742046903096,0.12072343460347057,0.8174273858921162,0.8529139841131889,1764
101,0.7287396061859018,0.14241347144013822,0.8174273858921162,0.831637380565291,1715
102,0.7148050076814941,0.1641035082768057,0.8174273858921162,0.8103607801789685,1751
103,0.7008704252997757,0.18579350657978194,0.8174273858921162,0.7890842095758128,1761
104,0.6869358267953679,0.20748354341644948,0.8174273858921162,0.7678076060279149,1763
105,0.6730012121682709,0.22917358025311696,0.8174273858921162,0.7465309993184416,1758
106,0.6590666297865524,0.25086361708978455,0.8174273858921162,0.7252543989321191,1743
107,0.6451320312821447,0.27255363465960647,0.8174273858921162,0.7039778118565923,1738
108,0.6311974327777369,0.294243671496274,0.8174273858921162,0.6827012083086944,1732
109,0.6172628423346738,0.31593368906609587,0.8174273858921162,0.6614246228139553,1734
110,0.6033282357689214,0.33762372590276346,0.8174273858921162,0.6401480176852696,1723
111,0.5893936453258584,0.3593137531060082,0.8174273858921162,0.618871423954345,1706
112,0.5754590468214505,0.3810037803092529,0.8174273858921162,0.5975948286426327,1665
113,0.5615244483170427,0.4026938075124976,0.8174273858921162,0.5763182333309204,1677
114,0.5469840034868862,0.425326879376753,0.8174273858921162,0.5541165697918726,1679
115,0.5330494049824785,0.4470169065799977,0.8174273858921162,0.5328399744801602,1601
116,0.5191148105087431,0.4687069313748867,0.8174273858921162,0.5115633820178881,1629
117,0.5051802140196715,0.49039696038439823,0.8174273858921162,0.49028678555708793,1621
118,0.4912456175305999,0.5120869893939097,0.8174273858921162,0.4690101890962877,1574
119,0.47731102104152834,0.5337770153929766,0.8174273858921162,0.4477335952092955,1559
120,0.46337642455245676,0.5554670474129327,0.8174273858921162,0.42645699617468724,1540
121,0.449441826048049,0.5771570794328889,0.8174273858921162,0.40518039674488215,1525
122,0.4355072356049859,0.5988470970027108,0.8174273858921162,0.3839038112501431,1517
123,0.42157263710057813,0.6205371242059555,0.8174273858921162,0.36262721593843084,1506
124,0.40763803859617037,0.6422271514092002,0.8174273858921162,0.3413506206267184,1481
125,0.3937034481531073,0.6639171786124449,0.8174273858921162,0.3200740268957938,1465
126,0.3797688415873549,0.6856072154491125,0.8174273858921162,0.2987974217671081,1468
127,0.3658342511442918,0.7072972330189343,0.8174273858921162,0.27752083627236906,1465
128,0.3512938103448076,0.7299303048831898,0.8174273858921162,0.25531917352371525,1454
129,0.33735919571771056,0.7516203417198573,0.8174273858921162,0.23404256681424174,1448
130,0.32342461333599204,0.7733103592896793,0.8174273858921162,0.21276598290029042,1441
131,0.30949001483158434,0.7950003961263468,0.8174273858921162,0.19148937935239252,1441
132,0.29555541632717663,0.8166904136961686,0.8174273858921162,0.1702127922768657,1430
133,0.2816208178227688,0.8383804505328362,0.8174273858921162,0.1489361887289679,1434
134,0.2676862354410504,0.8600704488358124,0.8174273858921162,0.12765962128738778,1445
135,0.2537516208139533,0.8817605242061712,0.8174273858921162,0.10638298163317189,1464
136,0.2398170223095456,0.9034505610428388,0.8174273858921162,0.08510637808527405,1471
137,0.22588242380513784,0.9251405593458151,0.8174273858921162,0.06382980748211842,1442
138,0.21194784142341938,0.9468305961824826,0.8174273858921162,0.042553207095795964,1436
139,0.19801325904170092,0.9685205944854589,0.8174273858921162,0.02127663965421589,1434
140,0.1840786444146038,0.9902106698558177,0.8174273858921162,0.0,1428
141,0.939236647414456,0.739930144583034,0.25311203319502074,0.8122109404294036,1558
142,0.9107989966270045,0.724085148514241,0.25311203319502074,0.7909343083796836,1563
143,0.8811250257801801,0.7075512663789382,0.25311203319502074,0.7687326619481518,1581
144,0.8539238562789943,0.6923951949103468,0.25311203319502074,0.7483811328681219,1548
145,0.8254862699823,0.6765502181083995,0.25311203319502074,0.7271045386602297,1572
146,0.7970486836856056,0.6607052413064525,0.25311203319502074,0.7058279444523374,1574
147,0.7686111135116005,0.6448602645045053,0.25311203319502074,0.6845513566965566,1578
148,0.7401735110922167,0.6290152780691354,0.25311203319502074,0.663274750019862,1576
149,0.7117359409182117,0.6131703012671882,0.25311203319502074,0.6419981622640812,1583
150,0.6832983546215173,0.5973253148318182,0.25311203319502074,0.6207215620394979,1584
151,0.654860768324823,0.581480338029871,0.25311203319502074,0.5994449678316057,1566
152,0.6251867732939648,0.5649464462611453,0.25311203319502074,0.5772433057052158,1568
153,0.5979856037927789,0.5497903796092652,0.25311203319502074,0.5568917796335314,1577
154,0.5683116047312484,0.5332564878405396,0.25311203319502074,0.5346901158941136,1587
155,0.5386376016390455,0.5167225936634582,0.25311203319502074,0.5124884490374951,1606
156,0.5102000183653554,0.5008776141521109,0.25311203319502074,0.49121185434717946,1593
157,0.48299885188717373,0.48572154659709743,0.25311203319502074,0.4708603289212013,1584
158,0.4545612676058155,0.4698765661826167,0.25311203319502074,0.4495837332635638,1595
159,0.4261236853397935,0.45403158456395815,0.25311203319502074,0.4283071376603539,1617
160,0.39892251583860755,0.43887551791207813,0.25311203319502074,0.40795561158866966,1552
161,0.3692485208077494,0.4223416261433524,0.25311203319502074,0.3857539494622797,1597
162,0.34081093451105504,0.4064966493414053,0.25311203319502074,0.36447735525438746,1615
163,0.3123733482143606,0.39065166290603526,0.25311203319502074,0.3432007550298042,1626
164,0.28393576191766623,0.3748066861040881,0.25311203319502074,0.32192416082191205,1626
165,0.2554981917436612,0.358961709302141,0.25311203319502074,0.30064757306613116,1586
166,0.22706057320158823,0.343116722866771,0.25311203319502074,0.2793709599373251,1624
