,TechUGCourses,TechGCourses,MgmtUGCourses,MgmtGCourses,Total Workshops,Total Conferences,TotalLangExp,Hardware Proj Mgmt Exp,Software Proj Mgmt Exp,No Of Hardware Proj Estimated,No Of Software Proj Estimated,Domain Exp,ABS((TotalEstimates-TotalActual)/TotalActual)
0,0.02702702702702703,0.1,0.0,0.0,0.0,0.0,0.390625,0.0,0.0,0.0,0.2,0.0,0.09111540812793752
1,0.0945945945945946,0.2,0.0,0.16666666666666666,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.09093222062376283
2,0.3108108108108108,0.1,0.0,0.08333333333333333,0.011764705882352941,0.0,0.20833333333333331,0.0,0.0,0.0,0.0,0.42857142857142855,0.09052513744057077
3,0.02702702702702703,0.1,0.0,0.0,0.0,0.0,0.17708333333333331,0.0,0.0,0.0,0.0,0.0,0.09027071037421332
4,0.16216216216216217,0.0,0.0,0.0,0.0,0.0,0.41666666666666663,0.0,0.0,0.0,0.0,0.0,0.09027071037421332
5,0.08108108108108109,0.03333333333333333,0.0,0.08333333333333333,0.023529411764705882,0.17391304347826086,0.19791666666666666,0.12,0.06666666666666667,0.12,0.0,0.0,0.08992468965825176
6,0.02702702702702703,0.03333333333333333,0.0,0.0,0.0,0.043478260869565216,0.234375,0.0,0.0,0.0,0.04,0.0,0.08803175255920737
7,0.14864864864864866,0.06666666666666667,0.08333333333333333,0.08333333333333333,0.011764705882352941,0.2608695652173913,0.0,0.0,0.13333333333333333,0.0,0.24,0.5714285714285714,0.08691227354922118
8,0.04054054054054054,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.08650519036602912
9,0.14864864864864866,0.0,0.0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.08467331573421523
10,0.3783783783783784,0.0,0.08333333333333333,0.0,0.12941176470588234,0.0,0.5416666666666666,0.28,0.26666666666666666,0.08,0.16,0.0,0.08406269085694394
11,0.02702702702702703,0.6666666666666666,0.0,0.0,0.0,0.043478260869565216,0.3645833333333333,0.0,0.13333333333333333,0.0,0.4,0.0,0.0832485243880766
12,1.0,0.4,0.25,0.0,0.0,0.0,0.16666666666666666,0.08,0.0,0.0,0.0,0.0,0.08273967025536172
13,0.39189189189189194,0.9,0.41666666666666663,0.41666666666666663,0.0,0.0,0.43229166666666663,0.0,0.0,0.0,0.0,0.14285714285714285,0.08070425403195178
14,0.02702702702702703,0.13333333333333333,0.0,0.0,0.0,0.0,0.3125,0.0,0.3333333333333333,0.0,0.08,0.0,0.07903215963716392
15,0.05405405405405406,0.06666666666666667,0.3333333333333333,0.08333333333333333,0.0,0.0,0.16666666666666666,0.06,0.0,0.0,0.0,0.0,0.07877060865558148
16,0.10810810810810811,0.26666666666666666,0.5,0.25,0.07058823529411765,0.4782608695652174,0.40625,0.09,0.15,0.16,0.2,0.2857142857142857,0.07765112964559528
17,0.36486486486486486,0.1,0.0,0.0,0.0,0.0,0.3125,0.0,0.06666666666666667,0.0,0.04,0.0,0.07683696317672796
18,0.05405405405405406,0.0,0.16666666666666666,0.0,0.041176470588235294,0.0,0.1875,0.2,0.0,0.0,0.0,0.7142857142857142,0.07632810914649629
19,0.05405405405405406,0.0,0.0,0.0,0.15294117647058825,0.9565217391304348,0.4375,0.0,0.26666666666666666,0.0,0.4,0.0,0.07358029719877544
20,0.06756756756756757,0.4666666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.07342764097945763
21,0.22972972972972974,0.0,0.9166666666666666,0.5,0.2,0.3913043478260869,0.2552083333333333,0.27,0.36666666666666664,0.12,0.28,1.0,0.07317321391310018
22,0.39189189189189194,0.1,0.0,0.0,0.023529411764705882,0.08695652173913043,0.22395833333333331,0.0,0.0,0.0,0.0,0.0,0.07185019341400116
23,0.12162162162162163,0.43333333333333335,0.25,0.41666666666666663,0.0,0.0,0.35416666666666663,0.2,0.4,0.2,0.16,0.5714285714285714,0.07042540206786255
24,0.2972972972972973,0.26666666666666666,0.0,0.25,0.08235294117647059,0.43478260869565216,0.19791666666666666,0.0,0.0,0.0,0.0,0.0,0.07012008962922688
25,0.2567567567567568,0.06666666666666667,0.41666666666666663,0.0,0.0,0.0,0.8281249999999999,0.01,0.016666666666666666,0.04,0.04,0.0,0.015163851084742844
26,0.02702702702702703,0.8666666666666667,0.0,0.0,0.023529411764705882,0.17391304347826086,0.3489583333333333,0.0,0.0,0.0,0.12,0.0,0.01445145536043193
27,0.12162162162162163,0.0,0.25,0.0,0.058823529411764705,0.21739130434782608,0.5,0.02,0.26666666666666666,0.08,0.4,0.14285714285714285,0.014146142921796279
28,0.12162162162162163,0.0,0.16666666666666666,0.08333333333333333,0.16470588235294117,1.0,0.5833333333333333,0.0,0.6,0.0,0.24,0.42857142857142855,0.013637288891564597
29,0.04054054054054054,0.0,0.0,0.0,0.011764705882352941,0.0,0.7291666666666666,0.2,0.3333333333333333,0.2,0.4,0.14285714285714285,0.01343374719748536
30,0.22972972972972974,0.26666666666666666,1.0,0.6666666666666666,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.011296560127035817
31,0.16216216216216217,0.0,0.0,0.0,0.08235294117647059,0.0,0.3177083333333333,0.0,0.11666666666666667,0.0,0.08,0.0,0.011194789382479404
32,0.04054054054054054,0.06666666666666667,0.08333333333333333,0.0,0.011764705882352941,0.0,0.25,0.0,0.03333333333333333,0.0,0.04,0.0,0.009464685597705129
33,0.02702702702702703,0.06666666666666667,0.0,0.16666666666666666,0.023529411764705882,1.0,0.44791666666666663,0.08,0.4,0.2,0.8,0.2857142857142857,0.008446977434758562
34,0.2567567567567568,0.13333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.0,0.7395833333333333,0.0,0.0,0.0,0.04,0.0,0.007022186088619934
35,0.02702702702702703,0.16666666666666666,0.0,0.25,0.0,0.043478260869565216,0.19270833333333331,0.0,0.0,0.0,0.0,0.0,0.006411561211348634
36,0.20270270270270271,0.0,0.0,0.0,0.09411764705882353,0.0,0.5208333333333333,0.2,0.13333333333333333,0.2,0.08,0.0,0.004986769865210008
37,0.2837837837837838,0.16666666666666666,0.0,0.0,0.0,0.0,0.171875,0.0,0.0,0.0,0.0,0.0,0.003969061702263441
38,0.0945945945945946,0.0,0.0,0.3333333333333333,0.023529411764705882,0.0,0.2552083333333333,0.04,0.0,0.36,0.24,0.2857142857142857,0.003969061702263441
39,0.6891891891891893,0.0,0.08333333333333333,0.0,0.011764705882352941,0.043478260869565216,0.19270833333333331,0.0,0.0,0.0,0.0,0.0,0.0
40,0.10810810810810811,0.0,0.41666666666666663,0.0,1.0,0.0,0.16666666666666666,0.2,0.6666666666666666,0.2,0.8,0.14285714285714285,0.0
41,0.02702702702702703,0.3,0.0,0.25,0.0,0.0,0.38541666666666663,0.0,0.0,0.0,0.0,0.0,0.0009159373159069478
42,0.3108108108108108,1.0,0.5,0.5,0.0,0.21739130434782608,0.29166666666666663,0.0,0.13333333333333333,0.0,0.32,0.14285714285714285,0.0029513535393168745
43,0.02702702702702703,0.03333333333333333,0.0,0.0,0.011764705882352941,0.043478260869565216,0.38541666666666663,0.0,0.21666666666666667,0.0,0.2,0.07142857142857142,0.003358436824992142
44,0.02702702702702703,0.03333333333333333,0.0,0.0,0.0,0.043478260869565216,0.3125,0.0,0.0,0.0,0.0,0.0,0.004172603293859472
45,0.02702702702702703,0.0,0.08333333333333333,0.08333333333333333,0.023529411764705882,0.13043478260869565,0.22916666666666666,0.0,0.0,0.0,0.08,0.0,0.00427437414089909
46,0.6621621621621623,0.36666666666666664,0.16666666666666666,0.08333333333333333,0.023529411764705882,0.043478260869565216,0.27604166666666663,0.0,0.0,0.0,0.0,0.0,0.00478322817113077
47,0.20270270270270271,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.00824343584316253
48,0.16216216216216217,0.1,0.08333333333333333,0.08333333333333333,0.023529411764705882,0.0,0.375,0.0,0.0,0.0,0.2,0.0,0.008650519026354593
49,0.02702702702702703,0.03333333333333333,0.16666666666666666,0.25,0.011764705882352941,0.0,0.3958333333333333,0.0,0.26666666666666666,0.0,0.12,0.14285714285714285,0.010685935352247726
50,0.02702702702702703,0.0,0.5,0.0,0.1411764705882353,0.21739130434782608,0.16666666666666666,1.0,0.0,0.48,0.0,0.2857142857142857,0.20913901892817163
51,0.6216216216216217,0.36666666666666664,0.16666666666666666,0.08333333333333333,0.03529411764705882,0.13043478260869565,0.19791666666666666,0.0,0.0,0.0,0.0,0.0,0.23356401391654041
52,0.24324324324324326,0.0,0.3333333333333333,0.0,0.08235294117647059,0.0,0.16666666666666666,0.6,1.0,1.0,1.0,0.10714285714285714,0.23478526356859974
53,0.5135135135135136,0.2,1.0,1.0,0.22352941176470587,0.9130434782608695,0.9999999999999999,0.28,0.6666666666666666,0.8,1.0,0.42857142857142855,0.24221453294289497
54,0.36486486486486486,0.3,0.0,0.08333333333333333,0.0,0.0,0.375,0.0,0.23333333333333334,0.0,0.24,0.0,0.26674129867582014
55,0.02702702702702703,0.1,0.0,0.08333333333333333,0.0,0.0,0.296875,0.0,0.08333333333333333,0.0,0.12,0.0,0.2807856707505768
56,0.05405405405405406,0.06666666666666667,0.0,0.08333333333333333,0.0,0.0,0.3125,0.0,0.13333333333333333,0.0,0.36,0.0,0.2854671280746679
57,0.04054054054054054,0.2,0.0,0.08333333333333333,0.0,0.0,0.21875,0.0,0.0,0.0,0.0,0.0,0.2953388968555651
58,0.1891891891891892,0.06666666666666667,0.0,0.0,0.0,0.0,0.23958333333333331,0.0,0.0,0.0,0.0,0.0,0.2997150417410206
59,0.0,0.0,0.0,0.0,0.023529411764705882,0.0,0.26041666666666663,0.0,0.0,0.0,0.12,0.0,0.30124160393419885
60,0.4594594594594595,0.0,0.3333333333333333,0.0,0.023529411764705882,0.0,0.22395833333333331,0.0,0.0,0.0,0.12,0.0,0.30378587429032367
