,col_1,col_2,col_3,col_4
0,0.05030487804878049,0.09838219026548672,0.5785642849205468,6.7
1,0.054878048780487805,0.7744745575221239,0.9192410267807534,5.8
2,0.08689024390243903,0.7490320796460177,0.8965996221802423,5.8
3,0.10213414634146342,0.661504424778761,0.89207134126014,6.2
4,0.04573170731707317,0.30994192477876104,0.9716912990332259,6.0
5,0.0,0.6193307522123894,0.8349261029003223,6.2
6,0.21189024390243902,0.31657909292035397,0.9719968885431713,6.1
7,0.09146341463414634,0.6140763274336283,0.7599177686409602,6.0
8,0.07621951219512195,0.36538993362831856,0.9609956661851318,6.0
9,0.18140243902439024,0.3469303097345133,0.30086676297366377,6.0
10,0.3003048780487805,0.7119054203539823,0.6970496721857984,6.3
11,0.019817073170731708,0.8449253318584071,0.06670185576175136,6.1
12,0.039634146341463415,0.845132743362832,0.06689632181353489,5.9
13,0.08841463414634147,0.4241565265486726,0.9215746194021558,6.0
14,0.05030487804878049,0.1513412610619469,0.6036781864651628,6.0
15,0.0,0.15410674778761058,0.9665518390932326,5.8
16,0.041158536585365856,0.7101769911504425,0.4788032003555951,6.2
17,0.07621951219512195,0.7151548672566372,0.765251694632737,5.9
18,0.0701219512195122,0.5593888274336283,0.6565173908212023,5.8
19,0.5685975609756098,0.41516869469026546,0.8554283809312145,5.8
20,0.06707317073170732,0.8730641592920354,0.08517613068118679,6.1
21,0.05030487804878049,0.8551576327433629,0.07489721080120015,5.8
22,0.006097560975609756,0.8624861725663717,0.07975886209578847,6.1
23,0.025914634146341466,0.8664269911504425,0.08520391154572737,6.0
24,0.0350609756097561,0.8497649336283186,0.0776475163907101,6.1
25,0.039634146341463415,0.8549502212389382,0.07642515835092795,6.0
26,0.04878048780487805,0.8748617256637168,0.0877041893543728,5.9
27,0.24390243902439024,0.46245851769911506,0.8391765751750194,6.1
28,0.038109756097560975,0.8499723451327434,0.07228580953439273,6.1
29,0.01829268292682927,0.8770049778761062,0.09264918324258248,6.0
30,0.01524390243902439,0.8780420353982301,0.09239915546171801,6.0
31,0.053353658536585365,0.8730641592920354,0.08692632514723864,6.2
32,0.03353658536585366,0.8513550884955752,0.07539726636292926,5.8
33,0.07774390243902439,0.48672566371681414,0.7681964662740304,5.8
34,0.0625,0.8857162610619469,0.09048227580842322,5.8
35,0.054878048780487805,0.8752765486725664,0.09237137459717748,5.9
36,0.021341463414634148,0.8527378318584071,0.07575841760195579,5.8
37,0.03658536585365854,0.8489352876106195,0.07100788976552952,5.8
38,0.003048780487804878,0.8762444690265487,0.09237137459717748,5.8
39,0.2804878048780488,0.4598313053097345,0.8421491276808535,5.8
40,0.03353658536585366,0.8510094026548674,0.0770918990999,5.8
41,0.009146341463414635,0.8849557522123894,0.0910101122346928,5.9
42,0.05030487804878049,0.42222068584070793,0.8721802422491388,6.5
43,0.15091463414634146,0.4246404867256637,0.9005445049449938,6.3
44,0.0350609756097561,0.7732300884955752,0.9180464496055117,5.9
45,0.07469512195121951,0.4328678097345133,0.5973441493499277,6.3
46,0.03353658536585366,0.7389380530973452,0.8862373597066341,6.3
47,0.024390243902439025,0.7400442477876106,0.8866818535392822,5.9
48,0.07469512195121951,0.44081858407079644,0.8870152239137683,5.9
49,0.17378048780487806,0.06941371681415925,0.42299144349372153,5.8
50,0.15396341463414634,0.07190265486725661,0.4234081564618291,5.8
51,0.08231707317073171,0.07134955752212385,0.42310256695188353,6.0
52,0.06402439024390244,0.7599557522123894,0.9084620513390377,6.5
53,0.01829268292682927,0.7251797566371682,0.8868207578619847,6.2
54,0.11585365853658537,0.7580890486725664,0.9060173352594733,6.4
55,0.010670731707317074,0.447524889380531,0.9159628847649739,5.9
56,0.022865853658536585,0.45623617256637167,0.8405656184020447,5.8
57,0.039634146341463415,0.5405835176991151,0.9015723969329925,6.0
58,0.14634146341463417,0.5862831858407079,0.22074674963884877,6.3
59,0.288109756097561,0.42139103982300885,0.8605122791421269,6.5
60,0.19359756097560976,0.35211559734513276,0.9656072896988555,6.4
61,0.03048780487804878,0.7852599557522124,0.9271307923102567,5.9
62,0.010670731707317074,0.7843611725663717,0.9272141349038783,5.8
63,0.006097560975609756,0.7852599557522124,0.9269918879875542,5.8
64,0.006097560975609756,0.26735342920353977,0.30242249138793204,6.0
65,0.03353658536585366,0.5576603982300885,0.7669741082342483,5.9
66,0.010670731707317074,0.1753318584070796,0.29161573508167576,6.1
67,0.5975609756097561,0.4218058628318584,0.928464273808201,5.8
68,0.04878048780487805,0.2773783185840708,0.30053339259917766,6.1
69,0.05182926829268293,1.0,0.8517890876764085,6.2
70,0.16310975609756098,0.42913440265486724,0.9002111345705079,6.0
71,0.05030487804878049,0.12126659292035397,0.9568285365040561,6.1
72,0.13567073170731708,0.5212251106194691,0.7583898210912323,6.3
73,0.07621951219512195,0.6668279867256637,0.7234692743638182,5.8
74,0.0625,0.3876521017699115,0.951161240137793,5.9
75,0.05182926829268293,0.7383158185840708,0.5783698188687632,5.9
76,0.021341463414634148,0.24260232300884954,0.19202133570396712,5.9
77,0.8917682926829269,0.4101216814159292,0.8440382264696078,5.8
78,0.056402439024390245,0.6535536504424779,0.7603900433381487,5.9
79,0.06554878048780488,0.5965846238938053,0.34406600733414827,6.2
80,0.003048780487804878,0.1444275442477876,0.7671685742860318,5.8
81,0.11737804878048781,0.4811946902654867,0.8557061895766196,5.8
82,0.05030487804878049,0.239975110619469,0.6591843538170907,5.8
83,0.09146341463414634,0.4199391592920354,0.9187131903544838,6.3
84,0.04725609756097561,0.3182383849557522,0.016862984776086276,5.8
85,0.004573170731707318,0.4182107300884956,0.9187409712190243,5.9
86,0.9253048780487805,0.4296875,0.839259917768641,5.8
87,0.8810975609756098,0.26984236725663713,0.32428603178130905,5.8
88,0.038109756097560975,0.7396294247787611,0.8862373597066341,5.9
89,0.05030487804878049,0.3183075221238938,0.016446271807978696,5.9
90,0.04878048780487805,0.36642699115044247,0.9626069563284809,5.9
91,0.0350609756097561,0.6491288716814159,0.7439715523947106,5.8
92,0.0,0.8045492256637168,0.7193021446827426,5.8
93,0.14329268292682928,0.06934457964601765,0.4247971996888543,5.8
94,0.009146341463414635,0.443100110619469,0.8499277697521948,6.5
95,0.0350609756097561,0.4414408185840708,0.8500944549394378,5.8
96,0.05030487804878049,0.10225387168141586,0.8883209245471719,5.8
97,0.054878048780487805,0.8142975663716814,0.9959717746416269,6.1
98,0.06097560975609756,0.8149889380530974,0.9988609845538393,6.1
99,0.04573170731707317,0.8243224557522124,0.9779142126902989,5.8
100,0.06097560975609756,0.8264657079646018,0.9745249472163574,5.9
101,0.024390243902439025,0.8217643805309734,0.984248249805534,5.9
102,0.06554878048780488,0.8270879424778761,0.05031114568285372,6.5
103,0.04878048780487805,0.8195519911504425,0.987776419602178,5.8
104,0.05030487804878049,0.8279175884955752,0.05061673519279919,6.1
105,0.06859756097560976,0.8146432522123894,0.981775752861429,5.8
106,0.025914634146341466,0.6575636061946903,0.895599511056784,5.9
107,0.042682926829268296,0.8242533185840708,0.9777475275030559,5.8
108,0.13871951219512196,0.4802267699115044,0.8497333037004111,5.9
109,0.054878048780487805,0.2822179203539823,0.3037281920213357,6.3
110,0.0625,0.4221515486725664,0.9221302366929659,5.9
111,0.05030487804878049,0.42263550884955753,0.9218246471830204,6.0
112,0.021341463414634148,0.826258296460177,0.9759695521724636,5.9
113,0.3125,0.7114905973451328,0.6964384931659073,6.4
114,0.054878048780487805,0.7414269911504425,0.8970996777419713,5.8
115,0.056402439024390245,0.4495298672566372,0.8513723747083008,5.9
116,0.08841463414634147,0.23976769911504425,0.30197799755528393,6.0
117,0.03353658536585366,0.8413301991150444,0.949994443827092,5.8
118,0.10365853658536586,0.23555033185840704,0.30242249138793204,6.4
119,0.0625,0.7412887168141593,0.8967940882320258,6.1
120,0.03048780487804878,0.8075912610619469,0.9942493610401155,6.5
121,0.06859756097560976,0.725041482300885,0.561784642738082,6.3
122,0.059451219512195126,0.7020879424778761,0.5674797199688855,5.9
123,0.01829268292682927,0.16475387168141592,0.9833870430047783,5.8
124,0.007621951219512195,0.9069413716814159,0.05481164573841546,5.8
125,0.07774390243902439,0.8347621681415929,0.0484776086231804,5.8
126,0.044207317073170736,0.6048810840707964,0.8352039115457273,5.8
127,0.17682926829268295,0.4111587389380531,0.8600122235803979,5.8
128,0.09146341463414634,0.7874723451327433,0.16021224580508947,6.3
129,0.13414634146341464,0.07259402654867253,0.4232136904100456,5.8
130,0.20731707317073172,0.4168279867256637,0.8620124458273142,5.8
131,0.12195121951219512,0.614629424778761,0.8368152016890766,6.0
132,0.004573170731707318,0.35875276548672563,0.9650238915435048,5.9
133,0.04725609756097561,0.8203816371681416,0.9865818424269364,5.9
134,0.14939024390243902,0.0708655973451327,0.4224358262029114,5.8
135,0.028963414634146343,0.40763274336283184,0.8572063562618069,5.8
136,0.041158536585365856,0.5698285398230089,0.3702355817313035,5.8
137,0.08841463414634147,0.767007743362832,0.9134348260917879,6.0
138,0.08841463414634147,0.5095409292035398,0.843121457939771,5.8
139,0.05030487804878049,0.08227323008849552,0.5149461051227915,5.8
140,0.06097560975609756,0.8263274336283186,0.034476052894766074,6.7
141,0.027439024390243903,0.7249723451327433,0.5621735748416491,5.8
142,0.027439024390243903,0.8130530973451328,0.02405822869207691,6.3
143,0.05030487804878049,0.0732162610619469,0.9380486720746749,6.2
144,0.07621951219512195,0.4091537610619469,0.27416935215023897,5.8
145,0.0899390243902439,0.4236725663716814,0.9212412490276698,5.8
146,0.021341463414634148,0.35273783185840707,0.9636348483164796,5.9
147,0.04725609756097561,0.35080199115044247,0.9642182464718302,6.2
148,0.039634146341463415,0.35004148230088494,0.9648849872208023,5.9
149,0.057926829268292686,0.42339601769911506,0.922574730525614,5.8
150,0.054878048780487805,0.45644358407079644,0.44457717524169355,6.0
151,0.5,0.420008296460177,0.8572896988554284,6.1
152,0.12042682926829269,0.32943860619469023,0.30895099455495056,5.9
153,0.0975609756097561,0.30129977876106195,0.01086231803533727,5.9
154,0.044207317073170736,0.5725940265486725,0.23380375597288588,6.5
155,0.04573170731707317,0.8626935840707965,0.07628625402822536,6.1
156,0.03353658536585366,0.5047013274336283,0.265362818090899,5.8
157,0.08384146341463415,0.4228429203539823,0.9252139126569618,6.0
158,0.04573170731707317,0.4156526548672566,0.9212690298922102,5.9
159,0.09451219512195122,0.4150304203539823,0.6965218357595289,6.1
160,0.27134146341463417,0.5089878318584071,0.851594621624625,5.9
161,0.24542682926829268,0.45001382743362833,0.284087120791199,5.9
162,0.0625,0.7110066371681416,0.8927103011445716,6.1
163,0.2972560975609756,0.6599142699115044,0.8561784642738082,6.0
164,0.06859756097560976,0.7116288716814159,0.8926825202800311,5.8
165,0.05030487804878049,0.08123617256637167,0.3935437270807868,5.9
166,0.007621951219512195,0.8055171460176991,0.9952216912990333,6.2
167,0.07926829268292683,0.8015763274336283,0.9349372152461385,5.9
168,0.042682926829268296,0.1630945796460177,0.2912268029781087,6.0
169,0.039634146341463415,0.5458379424778761,0.817896432936993,5.8
170,0.24237804878048783,0.7653484513274336,0.9040171130125569,6.1
171,0.8948170731707318,0.3971930309734513,0.30181131236804093,5.9
172,0.053353658536585365,0.30524059734513276,0.1832981442382487,5.8
173,0.07621951219512195,0.6718058628318584,0.8894877208578731,5.9
174,0.044207317073170736,0.7629977876106195,0.7436937437493054,6.2
175,0.0701219512195122,0.2568445796460177,0.3107845316146238,5.9
176,0.03201219512195122,0.6740182522123894,0.3845705078342038,5.9
177,0.07621951219512195,0.8322732300884956,0.9463273697077453,6.1
178,0.18597560975609756,0.40936117256637167,0.8587620846760751,5.9
179,0.15396341463414634,0.4167588495575221,0.8621791310145571,6.3
180,0.0625,0.8145049778761062,0.0008056450716746877,5.8
181,0.028963414634146343,0.3932522123893805,0.9437993110345595,5.8
182,0.1798780487804878,0.41551438053097345,0.9064062673630404,5.9
183,0.08841463414634147,0.5796460176991151,0.22202466940771198,5.9
184,0.057926829268292686,0.863108407079646,0.07453605956217363,6.4
185,0.18445121951219512,0.8056554203539823,0.931603511501278,5.8
186,0.044207317073170736,0.6030143805309734,0.9063507056339593,5.8
187,0.0,0.8037887168141593,0.7169129903322591,6.1
188,0.053353658536585365,0.3375967920353982,0.9665518390932326,6.1
189,0.010670731707317074,0.2370713495575221,0.719218802089121,6.0
190,0.0899390243902439,0.42228982300884954,0.9210190021113457,6.0
191,0.08079268292682927,0.7935564159292036,0.9287698633181465,5.8
192,0.07621951219512195,0.6774059734513274,0.7235803978219802,6.0
193,0.025914634146341466,0.47248340707964603,0.8510945660628959,5.8
194,0.06402439024390244,0.6272815265486725,0.8407323035892877,6.5
195,0.9557926829268293,0.31395188053097345,0.002250250027780898,5.9
196,0.05182926829268293,0.46529314159292035,0.5830092232470274,6.0
197,0.0,0.8034430309734513,0.7168296477386376,6.0
198,0.042682926829268296,0.7188882743362832,0.8195910656739638,5.9
199,0.06097560975609756,0.6246543141592921,0.8415657295255028,6.2
200,0.09298780487804878,0.6236863938053098,0.894932770307812,5.9
201,0.09298780487804878,0.8139518805309736,0.938215357261918,6.0
202,0.0350609756097561,0.8563329646017699,0.07692521391265694,5.8
203,0.041158536585365856,0.45430033185840707,0.8394821646849651,6.0
204,0.11432926829268293,0.4560978982300885,0.8394543838204245,5.8
205,0.05030487804878049,0.09485619469026546,0.9449105456161795,6.0
206,0.03353658536585366,0.2979120575221239,0.014557173019224379,5.8
207,0.32621951219512196,0.7115597345132744,0.697521946882987,6.1
208,0.056402439024390245,0.5375414823008849,0.8876819646627403,6.3
209,0.36890243902439024,0.37513827433628316,0.9639404378264251,6.0
210,0.05182926829268293,0.3875829646017699,0.9469107678630959,6.0
211,0.03048780487804878,0.3895188053097345,0.9472441382375819,6.1
212,0.7972560975609756,0.4098451327433628,0.8463440382264695,6.1
213,0.05030487804878049,0.6644773230088495,0.7244971663518168,6.0
214,0.054878048780487805,0.6650995575221239,0.7246638515390599,6.0
215,0.15548780487804878,0.6315680309734513,0.8404267140793422,6.1
216,0.024390243902439025,0.8191371681415929,0.9998610956772974,5.9
217,0.044207317073170736,0.8093196902654867,0.024280475608400964,6.3
218,0.0899390243902439,0.4590016592920354,0.8472330258917657,6.0
219,0.01676829268292683,0.45934734513274333,0.8473719302144682,6.0
220,0.039634146341463415,0.7305033185840708,0.6154017113012558,5.8
221,0.059451219512195126,0.5183213495575221,0.851705745082787,5.8
222,0.13719512195121952,0.4758711283185841,0.8566507389709968,6.6
223,0.025914634146341466,0.3006775442477876,0.9738859873319257,5.9
224,0.041158536585365856,0.04258849557522121,0.4242415823980442,5.9
225,0.059451219512195126,0.6523783185840708,0.6507945327258584,5.9
226,0.25152439024390244,0.3104258849557522,0.9737748638737638,6.0
227,0.053353658536585365,0.04182798672566368,0.4264918324258251,5.8
