,0,1,2,3,4,5,6,7,8,9,10
0,0.25921269225272514,0.717333890080918,0.7774996409937649,0.5998065159291778,0.3007111885768837,0.6563311370862867,0.6488043128027894,0.12686871805735622,0.9325597512366519,0.09675629291768173,-0.027050071991941205
1,0.29904434613496356,0.11429506565631053,0.006969314236052737,0.1645443233629822,0.7309811403763566,0.6006453877544418,0.8357651307380886,0.6752764518349403,0.6880893405167939,0.2058434381064267,1.291900007418557
2,0.8915823301974244,0.6712817565612602,0.5629457640052804,0.4664849253844561,0.3385908764113188,0.08878190342583059,0.751012713533004,0.42255185355631475,0.9949060302263245,0.7110568391241165,-1.781563261191918
3,0.2340716526339489,0.3227187464816669,0.8053386972420272,0.33378442443954637,0.048615771727614776,0.7637044159213203,0.12735928554538312,0.1607795522299451,0.905235413785671,0.057559293713737136,0.6416850109701997
4,0.3601523751627467,0.20727570587428212,0.21335737073710892,0.6579426739535917,0.3264690014039643,0.16265921735133904,0.8461843347998671,0.8044355616259395,0.8559216536412915,0.07989664710110567,-0.1693307615664127
5,0.4331057492488163,0.8376651674757851,0.5352440428184498,0.17191871487340193,0.1810166644308131,0.807324232302707,0.06731421947560179,0.7636851127836674,0.7289863381025098,0.39888564421153316,-3.6404427427810893
6,0.68630567725449,0.023488269150976127,0.518658960210317,0.49910862556205526,0.06867272342284758,0.783608284471736,0.15309134670540092,0.14521408683221548,0.7424980619837086,0.5413437163185518,-2.50086146471887
7,0.9359441380094448,0.1757665307070858,0.7729126176289098,0.6076816111067639,0.5833247921059314,0.7181820604977295,0.28726479484190226,0.25303133985081616,0.6857319585408488,0.4338674123297326,0.08690618906403899
8,0.8713093916621953,0.8658523326747914,0.6990493878049022,0.0473933781783078,0.4549310964182446,0.11736210188701213,0.6839741992809677,0.12084041964882297,0.9296266148604831,0.6941831771539124,2.39180577758723
9,0.9459791101172422,0.5508978561733807,0.28188532898996055,0.9042678399235495,0.8507278447983291,0.017479499424197242,0.37580265712549454,0.8031454654991527,0.7970769778729713,0.04965359571810046,-0.5136459216283439
10,0.19680442906119655,0.7260334649250344,0.3143945199208501,0.725378805689849,0.9413662273979873,0.2812884055234782,0.3770389998815288,0.9601544770508342,0.27408299046060747,0.20323380597698426,2.460455877548405
11,0.40574811308401026,0.6459334417367028,0.19781960739134474,0.6156343588685722,0.5977574718962497,0.11387032364390193,0.8472829548123847,0.7838759390380019,0.9284681347284302,0.2081828344789084,-0.7218511305705541
12,0.7269114297381009,0.3692195273028581,0.5882462069213648,0.3216951518349289,0.7536211729892647,0.36175583571261993,0.7649074545146026,0.45910340805737493,0.6674047632055612,0.6784932211277528,-1.472120542702446
13,0.6307416269176205,0.8151669959736376,0.9317354021648983,0.46297763339087206,0.3341859666759095,0.7458057967758737,0.05314580591063911,0.26376945331738577,0.4200697375240918,0.3082955009542043,-0.7263478846927532
14,0.6351908158082343,0.5720992790256275,0.9546313879105817,0.45169641563488416,0.710449586369404,0.04797677232474706,0.08368424486829829,0.3508280316765984,0.34505970684794496,0.5808891263956716,-0.42525026167402535
15,0.8872022653110321,0.7364558087069868,0.1351993366259846,0.41172857238141125,0.9568356112088773,0.018408960217129677,0.24022661311595506,0.9009893613338634,0.9067678913258567,0.05414682978073204,-0.6489842982758269
16,0.16369666381142345,0.36036187213040227,0.9848008362163718,0.5872532396190802,0.2526588501520638,0.6129589569068411,0.7135338275643345,0.5723995126051619,0.6604589267700085,0.27485069026733866,-1.4374222766249682
17,0.5445372672119831,0.27976638841629586,0.13621114333970719,0.7717912525823247,0.35935236498890266,0.7166540855364113,0.49981930296490473,0.962584956840371,0.7584598210940974,0.2988953550349416,-2.884163848713353
18,0.5612167921329676,0.38552814450334993,0.4011393212608939,0.9622432016739073,0.18668384337174504,0.12303216036372866,0.2309684796203617,0.9105482987221039,0.1516607912248118,0.44921451022939396,-0.9537659363308842
19,0.990466001926313,0.7948960128168411,0.29397198484332543,0.14164288203715814,0.7082647833329365,0.8310429316702854,0.9428654230345708,0.44321549862448206,0.0709627120600479,0.9892694102801664,1.2710425493808248
20,0.8655222293841595,0.8346252206011193,0.924193402406809,0.7589014385779158,0.17395530189816655,0.28040332595580875,0.7691332439154549,0.310323276247093,0.2411139694411396,0.7398375570667294,3.860112032403108
21,0.7623413802421463,0.5680841596498047,0.9412407512294125,0.1789375511100072,0.3839041622212538,0.8016553773896631,0.01893870153154953,0.446864677930236,0.906694261244825,0.5390840775213789,-3.2458659658309728
22,0.11504082564301965,0.21566041410799575,0.6122247015831965,0.46975286033729813,0.05827500568329058,0.2730164794284795,0.5847152673508849,0.06297804429370313,0.44366767409275754,0.23294816475534819,3.9160796929556967
23,0.21911783098507065,0.3687640369668437,0.7163731229040264,0.9818933036469033,0.985506648677969,0.7524057104313508,0.8995954156293346,0.9413674922778676,0.577115264106391,0.2495899645843117,3.060292095183078
24,0.5899308607076817,0.9065384273651711,0.3250321793590967,0.6985561080356635,0.4565423282417538,0.3723993167232188,0.5167097796145522,0.5748399483636448,0.5476537482216849,0.5810403931124523,-3.9186660033304666
25,0.5554563483407229,0.7567736536695497,0.15296337216505185,0.11894585699063531,0.18767555957359539,0.31377414369918355,0.059651359055902464,0.46598051801717255,0.6675099839788671,0.04682082530572762,-1.7701327694890066
26,0.05773098278906874,0.006437981036275464,0.6519566661855069,0.5828411961324923,0.09567852993858184,0.36604675283024257,0.7695838871511068,0.18993150431208705,0.07759744769978472,0.7961109110185576,3.9343317798606074
27,0.4853481578773936,0.8348183753055212,0.5234506219704085,0.2831039200116384,0.4054629159525537,0.7312657739179108,0.39027694451883244,0.498013726150104,0.1250156043399352,0.42466820727004495,-4.556605455285369
28,0.015542027458731233,0.6711297525970781,0.7574952734899235,0.05243531213312436,0.8922617515295629,0.3339626106278628,0.9385667572014319,0.2103959370823325,0.7713679785160971,0.5012060296909444,3.7276701458360693
29,0.7328466354776374,0.43008779783300255,0.16144702182410064,0.7447347057571286,0.1315300163491605,0.13592384776675204,0.8136555776995869,0.7178593932977678,0.6892254276568673,0.9047837719510001,-1.3299049702193266
30,0.3883826067576759,0.9996457322085421,0.5672177599117526,0.3955027162957151,0.5360325338272615,0.7249536808422935,0.9333964913120435,0.4463509432433721,0.08273864148095755,0.8481950817666588,-1.5771497958753842
31,0.39764741621137223,0.4494063018867349,0.9647251689109075,0.5477864493717343,0.729233985127951,0.2352635352972582,0.23711626306025468,0.7364777958186883,0.7025805182641746,0.4144200996116131,-2.1122110143385844
32,0.5064926871066888,0.7895020805166785,0.5930591445368103,0.9703304776344371,0.8435956432984588,0.9238079641287545,0.4171066843500115,0.4096329208337678,0.28052507069734,0.36705301151753367,1.0988018445739913
33,0.46369357792086296,0.6153616725912716,0.43694213600559006,0.5300772861553286,0.10203859444513574,0.39798542241518864,0.7824153377658326,0.3263401577924011,0.36594187867075634,0.33006727735757446,-0.4223925405368062
34,0.2782756342385104,0.6236818603927039,0.5692621397511951,0.6296126190812287,0.4348490221224032,0.34223972311188666,0.14165933779772877,0.7231891626848578,0.27353707244636516,0.7868378301291994,-2.3373951938014974
35,0.3968262590390007,0.374377187132626,0.8876924579654755,0.6759682795596486,0.864819866060696,0.1447702765208443,0.547737205798209,0.46846807756546105,0.4247370067672439,0.8819541594084266,1.2852378700420868
36,0.20545791110186673,0.22830987559442995,0.05265361667709467,0.4492469636803147,0.8865674234775435,0.6067326729054179,0.4379621647356381,0.43266157188019294,0.7018143259359954,0.35134910767628025,-1.2373767312357145
