,counts,age,coverstorey,coverregen,meanregen,coniferous,cbpiles,ivytree,fdist
0,0.0,0.0,0.719626168224299,0.6,0.7000000000000001,0.3333333333333333,0.36363636363636365,0.0,0.1836734693877551
1,0.0,0.0,0.6261682242990654,0.9,0.30000000000000004,0.4166666666666667,0.18181818181818182,0.0,0.0
2,0.0,0.0,0.8130841121495327,0.7000000000000001,0.6000000000000001,0.6666666666666666,0.6363636363636364,0.0,0.20408163265306126
3,0.0,0.0,0.8130841121495327,0.2,0.7000000000000001,0.08333333333333333,1.0,0.0,0.0
4,0.0,0.0,0.8130841121495327,0.2,0.4,0.016666666666666666,1.0,0.0,0.20408163265306126
5,0.4,0.7272727272727273,0.719626168224299,0.8,0.5,0.0,0.2727272727272727,0.0,0.04081632653061225
6,0.0,0.7272727272727273,0.6261682242990654,0.9,0.5,0.0,0.09090909090909091,0.0,0.06122448979591837
7,0.0,0.7272727272727273,0.6728971962616822,0.6,0.5,0.0,0.18181818181818182,0.0,0.10204081632653061
8,0.0,0.0,0.8130841121495327,0.2,0.4,0.0,0.8181818181818182,0.75,0.020408163265306124
9,0.0,0.7272727272727273,0.4859813084112149,1.0,0.9,0.016666666666666666,0.18181818181818182,0.0,0.10204081632653061
10,0.0,0.7272727272727273,0.5327102803738317,1.0,0.7000000000000001,0.0,0.18181818181818182,0.0,0.10204081632653061
11,0.0,0.7272727272727273,0.5794392523364486,1.0,0.7000000000000001,0.0,0.18181818181818182,0.0,0.04081632653061225
12,0.0,0.7272727272727273,0.719626168224299,1.0,0.6000000000000001,0.0,0.09090909090909091,0.0,0.030612244897959183
13,0.0,0.7272727272727273,0.9065420560747662,0.0,0.0,0.0,0.0,0.0,1.0
14,0.0,0.7272727272727273,0.9999999999999999,0.0,0.0,0.0,0.09090909090909091,0.0,0.8979591836734695
15,0.0,0.7272727272727273,0.8130841121495327,0.0,0.0,0.0,0.18181818181818182,0.0,0.8979591836734695
16,0.0,0.7272727272727273,0.9999999999999999,0.0,0.0,0.0,0.18181818181818182,0.0,0.7142857142857143
17,0.0,0.7272727272727273,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.653061224489796
18,0.0,0.7272727272727273,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.653061224489796
19,0.0,0.7272727272727273,0.8130841121495327,0.0,0.0,0.0,0.2727272727272727,0.0,0.4897959183673469
20,0.0,0.7272727272727273,0.9065420560747662,0.0,0.0,0.016666666666666666,0.09090909090909091,0.0,0.3877551020408163
21,0.0,0.7272727272727273,0.9999999999999999,0.0,0.0,0.0,0.09090909090909091,0.0,0.46938775510204084
22,0.0,0.7272727272727273,0.9999999999999999,0.0,0.0,0.0,0.18181818181818182,0.0,0.2448979591836735
23,0.0,0.7272727272727273,0.9065420560747662,0.0,0.0,0.016666666666666666,0.18181818181818182,0.08333333333333333,0.163265306122449
24,0.0,0.0,0.0,0.9500000000000001,0.5,0.0,0.09090909090909091,0.0,0.12244897959183676
25,0.0,0.0,0.02803738317757009,1.0,0.4,0.08333333333333333,0.0,0.0,0.22448979591836737
26,0.0,0.0,0.0,0.9,0.6000000000000001,0.0,0.0,0.0,0.3673469387755102
27,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.0,0.30612244897959184
28,0.0,0.0,0.43925233644859807,1.0,0.5,0.5,0.0,0.08333333333333333,0.46938775510204084
29,0.0,1.0,0.6261682242990654,0.1,0.1,0.16666666666666666,0.5454545454545454,0.25,0.06122448979591837
30,0.0,1.0,0.5794392523364486,0.1,0.1,0.6666666666666666,0.36363636363636365,0.0,0.2448979591836735
31,0.0,1.0,0.6261682242990654,0.3,0.7000000000000001,0.3333333333333333,0.4545454545454546,0.0,0.163265306122449
32,0.0,1.0,0.43925233644859807,0.1,0.03,0.6666666666666666,0.36363636363636365,0.0,0.3673469387755102
33,0.0,1.0,0.5327102803738317,0.3,0.6000000000000001,0.0,0.2727272727272727,0.0,0.12244897959183676
34,0.0,1.0,0.5794392523364486,0.3,0.15000000000000002,0.05,0.2727272727272727,0.3333333333333333,0.163265306122449
35,0.0,1.0,0.6728971962616822,0.05,0.2,0.0,0.5454545454545454,0.0,0.3469387755102041
36,0.0,1.0,0.8130841121495327,0.1,0.2,0.0,0.36363636363636365,0.0,0.5510204081632654
37,0.0,1.0,0.6261682242990654,0.05,0.1,0.4166666666666667,0.4545454545454546,0.0,0.1836734693877551
38,0.0,1.0,0.6728971962616822,0.2,0.6000000000000001,0.0,0.18181818181818182,0.0,0.3877551020408163
39,0.0,1.0,0.8598130841121495,0.2,0.05,0.0,0.18181818181818182,0.25,0.5918367346938775
40,0.8,0.36363636363636376,0.11214953271028036,0.25,0.2,0.016666666666666666,0.18181818181818182,0.0,0.5918367346938775
41,0.8,0.36363636363636376,0.11214953271028036,0.85,0.30000000000000004,0.016666666666666666,0.5454545454545454,0.0,1.0
42,0.6000000000000001,0.36363636363636376,0.1588785046728972,0.7000000000000001,0.2,0.016666666666666666,0.2727272727272727,0.0,0.5918367346938775
43,0.6000000000000001,0.36363636363636376,0.1588785046728972,0.15,0.2,0.5,0.8181818181818182,0.0,0.3877551020408163
44,0.0,0.36363636363636376,0.1588785046728972,0.4,0.2,0.5,0.5454545454545454,0.0,0.3877551020408163
45,0.2,0.36363636363636376,0.01869158878504673,0.85,0.30000000000000004,0.0,0.2727272727272727,0.0,1.0
46,0.0,0.36363636363636376,0.1588785046728972,0.5,0.2,0.0,0.2727272727272727,0.0,0.7959183673469388
47,0.0,0.36363636363636376,0.1588785046728972,0.3,0.1,0.5,0.9090909090909092,0.0,0.5918367346938775
48,0.0,0.36363636363636376,0.1588785046728972,0.2,0.2,0.5,0.5454545454545454,0.0,0.3877551020408163
49,0.0,0.36363636363636376,0.2523364485981308,0.7000000000000001,0.2,0.5,0.4545454545454546,0.0,0.1836734693877551
50,0.0,1.0,0.7663551401869159,0.5,0.020000000000000004,0.16666666666666666,0.2727272727272727,0.0,0.2448979591836735
51,0.4,0.36363636363636376,0.20560747663551399,0.3,0.30000000000000004,0.08333333333333333,0.18181818181818182,0.0,1.0
52,0.4,0.36363636363636376,0.20560747663551399,0.85,0.30000000000000004,0.0,0.2727272727272727,0.0,0.7959183673469388
53,1.0,0.36363636363636376,0.34579439252336447,0.2,0.2,0.25,0.4545454545454546,0.0,0.6122448979591837
54,0.0,0.36363636363636376,0.5327102803738317,0.4,0.2,1.0,0.2727272727272727,0.0,0.40816326530612246
55,0.0,1.0,0.7663551401869159,0.3,0.025,0.08333333333333333,0.6363636363636364,0.25,0.2857142857142857
56,0.0,1.0,0.6728971962616822,0.0,0.0,0.03333333333333333,0.8181818181818182,0.0,0.163265306122449
57,0.0,0.36363636363636376,0.2523364485981308,0.5,0.7000000000000001,0.0,0.0,0.0,0.3877551020408163
58,0.0,0.36363636363636376,0.34579439252336447,0.9,0.7000000000000001,0.0,0.0,0.0,0.30612244897959184
59,0.0,0.36363636363636376,0.34579439252336447,0.9,0.6000000000000001,0.0,0.09090909090909091,0.0,0.10204081632653061
60,0.0,0.7272727272727273,0.9065420560747662,0.0,0.0,0.4166666666666667,0.18181818181818182,0.0,0.23469387755102042
61,0.0,0.7272727272727273,0.9065420560747662,0.0,0.0,0.0,0.18181818181818182,0.0,0.030612244897959183
62,0.0,0.36363636363636376,0.34579439252336447,0.7000000000000001,0.8,0.0,0.0,0.0,0.20408163265306126
63,0.0,0.36363636363636376,0.5327102803738317,0.4,0.7000000000000001,0.0,0.0,0.0,0.3469387755102041
64,0.0,0.36363636363636376,0.29906542056074764,1.0,1.0,0.0,0.09090909090909091,0.0,0.14285714285714288
65,0.0,0.7272727272727273,0.9065420560747662,0.1,0.2,0.0,0.09090909090909091,0.0,0.2448979591836735
66,0.0,0.7272727272727273,0.9999999999999999,0.0,0.0,0.0,0.09090909090909091,0.08333333333333333,0.06122448979591837
67,0.0,0.36363636363636376,0.2523364485981308,0.9,0.9,0.0,0.0,0.0,0.06122448979591837
68,0.0,0.36363636363636376,0.43925233644859807,1.0,0.7000000000000001,0.0,0.09090909090909091,0.0,0.20408163265306126
69,0.2,0.36363636363636376,0.34579439252336447,0.8,0.7000000000000001,0.0,0.09090909090909091,0.0,0.12244897959183676
70,0.0,0.7272727272727273,0.9999999999999999,0.1,0.2,0.0,0.2727272727272727,0.25,0.20408163265306126
71,0.0,0.7272727272727273,0.9999999999999999,0.0,0.0,0.0,0.0,0.08333333333333333,0.12244897959183676
72,0.0,0.7272727272727273,0.6728971962616822,0.6,0.2,0.08333333333333333,0.0,0.16666666666666666,0.3877551020408163
73,0.0,0.7272727272727273,0.7663551401869159,0.4,0.2,0.0,0.0,1.0,0.3469387755102041
74,0.0,0.7272727272727273,0.9065420560747662,0.0,0.0,0.0,0.09090909090909091,0.0,0.14285714285714288
75,0.0,0.36363636363636376,0.6261682242990654,0.6,1.0,0.0,0.0,0.0,0.0
76,0.0,0.7272727272727273,0.9999999999999999,0.0,0.0,0.016666666666666666,0.0,0.0,0.0
77,0.0,0.7272727272727273,0.9999999999999999,0.0,0.0,0.0,0.0,0.08333333333333333,0.0
78,0.0,0.7272727272727273,0.9065420560747662,0.5,0.1,0.0,0.0,0.0,0.1836734693877551
79,0.0,0.7272727272727273,0.8598130841121495,0.4,0.2,0.0,0.0,0.25,0.3469387755102041
80,0.0,0.7272727272727273,0.9065420560747662,0.0,0.0,0.0,0.0,0.08333333333333333,0.12244897959183676
81,0.0,0.7272727272727273,0.8598130841121495,0.7000000000000001,0.1,0.0,0.0,0.16666666666666666,0.10204081632653061
82,0.0,0.7272727272727273,0.719626168224299,0.6,0.1,0.0,0.18181818181818182,0.16666666666666666,0.2448979591836735
83,0.0,0.7272727272727273,0.9999999999999999,0.0,0.0,0.0,0.09090909090909091,0.0,0.2448979591836735
84,0.0,0.7272727272727273,0.8130841121495327,0.2,0.1,0.0,0.09090909090909091,0.0,0.06122448979591837
85,0.0,0.7272727272727273,0.9065420560747662,0.0,0.0,0.0,0.0,0.0,0.04081632653061225
