,ECAB,MET,GROW,YOUNG,OLD,WEST
0,0.190379403794038,0.22774566473988436,0.16784037558685447,0.6292134831460681,0.8615384615384617,0.0
1,0.25000000000000006,0.20462427745664738,0.25938967136150237,0.2696629213483148,0.8923076923076924,0.0
2,0.20054200542005424,0.0,0.13028169014084506,0.50561797752809,0.8923076923076924,0.0
3,0.3394308943089431,0.9849710982658959,0.20657276995305163,0.12359550561797805,0.876923076923077,0.0
4,0.2540650406504065,0.9965317919075144,0.09859154929577466,0.1460674157303372,0.7692307692307693,0.0
5,0.43495934959349597,0.8971098265895953,0.38497652582159625,0.13483146067415763,0.6461538461538462,0.0
6,0.36653116531165314,0.9884393063583815,0.23826291079812206,0.0,0.7230769230769231,0.0
7,0.4098915989159892,0.9121387283236995,0.386150234741784,0.08988764044943842,0.5846153846153846,0.0
8,0.3096205962059621,0.900578034682081,0.1784037558685446,0.19101123595505642,0.7076923076923077,0.0
9,0.3976964769647697,0.7953757225433525,0.5551643192488263,0.2696629213483148,0.4,0.0
10,0.2439024390243903,0.9040462427745665,0.4518779342723005,0.39325842696629243,0.29230769230769227,0.0
11,0.1341463414634147,0.5884393063583815,0.3438967136150235,0.5393258426966296,0.29230769230769227,0.0
12,0.34552845528455295,0.845086705202312,0.3474178403755869,0.4494382022471912,0.4307692307692307,0.0
13,0.36856368563685643,0.8034682080924855,0.34272300469483563,0.3258426966292136,0.5846153846153846,0.0
14,0.36178861788617883,0.5560693641618497,0.3016431924882629,0.39325842696629243,0.6461538461538462,0.0
15,0.4302168021680218,0.8890173410404625,0.2687793427230047,0.1573033707865168,0.6615384615384615,0.0
16,0.31775067750677505,0.5352601156069363,0.26173708920187794,0.3820224719101124,0.7384615384615384,0.0
17,0.18766937669376688,0.35722543352601155,0.0,0.6741573033707868,0.6000000000000002,0.0
18,0.13143631436314368,0.3942196531791907,0.0903755868544601,0.606741573033708,0.6461538461538462,0.0
19,0.11991869918699188,0.5294797687861271,0.18192488262910797,0.5505617977528092,0.5076923076923076,0.0
20,0.14430894308943093,0.28439306358381505,0.2323943661971831,0.7640449438202253,0.23076923076923073,0.0
21,0.05284552845528462,0.37225433526011564,0.23826291079812206,1.0000000000000004,0.1384615384615384,0.0
22,0.10569105691056913,0.5317919075144508,0.255868544600939,0.6741573033707868,0.3076923076923078,0.0
23,0.15921409214092147,0.7583815028901733,0.9929577464788732,0.16853932584269682,0.8923076923076924,0.0
24,0.08130081300813014,0.5271676300578034,0.16901408450704225,0.7303370786516856,0.4,1.0
25,0.0,0.09942196531791907,0.09272300469483569,0.9101123595505625,0.5076923076923076,1.0
26,0.25948509485094856,0.5930635838150289,0.255868544600939,0.5393258426966296,0.7692307692307693,1.0
27,0.28997289972899737,0.38381502890173413,0.14906103286384975,0.3707865168539328,1.0,1.0
28,0.28252032520325204,0.6693641618497109,0.2018779342723005,0.17977528089887684,0.9692307692307692,1.0
29,0.2439024390243903,0.12254335260115606,0.12089201877934272,0.6966292134831464,0.6000000000000002,1.0
30,0.2086720867208673,0.1468208092485549,0.14084507042253522,0.5505617977528092,0.7846153846153846,1.0
31,0.28252032520325204,0.4346820809248555,0.16666666666666669,0.2921348314606744,0.9538461538461539,1.0
32,0.30352303523035234,0.43236994219653174,0.2476525821596244,0.31460674157303403,0.8615384615384617,1.0
33,0.19376693766937675,0.057803468208092484,0.3438967136150235,0.7078651685393265,0.3076923076923078,1.0
34,0.07588075880758804,0.2208092485549133,0.01408450704225353,0.606741573033708,0.8461538461538461,1.0
35,0.18631436314363153,0.5075144508670519,0.1619718309859155,0.3820224719101124,0.8153846153846153,1.0
36,0.28048780487804875,0.7329479768786127,0.3697183098591549,0.5393258426966296,0.36923076923076914,1.0
37,0.1951219512195122,0.3190751445086705,0.5492957746478873,0.8426966292134837,0.0,1.0
38,0.22222222222222227,0.8254335260115607,0.9589201877934271,0.6404494382022476,0.23076923076923073,1.0
39,0.2723577235772358,0.261271676300578,0.24413145539906103,0.5505617977528092,0.6615384615384615,1.0
40,0.24728997289972904,0.0,0.24295774647887325,0.7528089887640452,0.5076923076923076,1.0
41,0.4634146341463415,0.0,0.2476525821596244,0.5730337078651688,0.36923076923076914,1.0
42,0.27506775067750683,0.07861271676300577,0.4565727699530516,0.4494382022471912,0.5538461538461538,1.0
43,0.23780487804878053,0.7803468208092486,0.4237089201877934,0.8876404494382024,0.20000000000000007,1.0
44,0.2913279132791328,0.7294797687861272,0.3204225352112676,0.39325842696629243,0.6769230769230771,1.0
45,0.27506775067750683,0.5826589595375722,0.27112676056338025,0.41573033707865203,0.7692307692307693,1.0
46,1.0000000000000002,0.8578034682080925,1.0,0.17977528089887684,0.15384615384615385,1.0
47,0.37398373983739835,1.0,0.6561032863849765,0.24719101123595522,0.5230769230769231,1.0
