,OVER65Perc,MEDAGE,PERCAP$,COLLEGEPerc,HSPerc
0,0.6666666666666667,0.5904761904761906,0.17863287971218522,0.32330827067669177,0.5306122448979593
1,0.5763888888888888,0.5619047619047621,0.40716408571875484,0.6541353383458647,0.6530612244897958
2,0.5902777777777779,0.49523809523809526,0.2121069920225247,0.7368421052631579,0.6088435374149661
3,0.6805555555555556,0.6666666666666665,0.5446582199280463,0.7744360902255639,0.6496598639455784
4,0.7291666666666667,0.7238095238095239,0.4045049272641952,0.42105263157894746,0.27210884353741527
5,0.6111111111111112,0.7428571428571429,0.7735022681057406,0.8646616541353384,0.5850340136054424
6,0.6527777777777779,0.7333333333333334,0.5674956984201471,0.6766917293233082,0.44897959183673475
7,0.6111111111111112,0.7619047619047623,0.656499296105115,0.6691729323308272,0.4863945578231297
8,0.6944444444444444,0.7523809523809524,0.4282809322696699,0.3082706766917295,0.3945578231292517
9,0.5486111111111112,0.5428571428571427,0.4359455654622244,0.3834586466165414,0.4727891156462585
10,0.5416666666666667,0.4761904761904763,0.3685280775848585,0.20300751879699253,0.45238095238095255
11,0.5625,0.5428571428571427,0.5997184420459878,0.36090225563909784,0.45578231292517035
12,0.4791666666666667,0.4380952380952383,0.498044736430471,0.4135338345864662,0.5068027210884356
13,0.6319444444444444,0.49523809523809526,0.42968872203973096,0.39097744360902265,0.5612244897959182
14,0.6180555555555556,0.4761904761904763,0.47677146879399346,0.5263157894736842,0.6802721088435373
15,0.7222222222222223,0.5523809523809526,0.40622555920538095,0.330827067669173,0.6258503401360547
16,0.7152777777777777,0.638095238095238,0.3506960738307525,0.32330827067669177,0.3537414965986394
17,0.6527777777777779,0.39047619047619087,0.3186297512904741,0.4135338345864662,0.45238095238095255
18,0.7152777777777777,0.4476190476190478,0.18786172376036303,0.33834586466165406,0.5034013605442178
19,0.7083333333333333,0.5238095238095237,0.3555451274831847,0.4812030075187971,0.6904761904761907
20,0.7013888888888888,0.5619047619047621,0.4982011575160332,0.45112781954887227,0.6870748299319729
21,0.4930555555555555,0.5333333333333337,0.5216643203503832,0.49624060150375937,0.5272108843537415
22,0.4513888888888889,0.5809523809523811,0.5867354919443142,0.7593984962406016,0.4863945578231297
23,0.4583333333333333,0.5333333333333337,0.4429845143125293,0.7142857142857143,0.3163265306122449
24,0.6458333333333333,0.5904761904761906,0.17722508994212416,0.06015037593984973,0.09863945578231292
25,0.5138888888888891,0.5142857142857147,0.18144845925230735,0.27819548872180466,0.05782312925170063
26,0.43749999999999994,0.3714285714285719,0.12122634131080878,0.33834586466165406,0.020408163265306367
27,0.4583333333333333,0.4285714285714288,0.2232128890974503,0.42105263157894746,0.11224489795918369
28,1.0000000000000002,1.0,0.4115438761145003,0.37593984962406013,0.4625850340136055
29,0.5763888888888888,0.4666666666666668,0.16111371812920394,0.09774436090225569,0.0
30,0.5833333333333335,0.5619047619047621,0.1681526669795088,0.16541353383458657,0.10544217687074853
31,0.5833333333333335,0.48571428571428577,0.13139371187236049,0.21804511278195493,0.11564625850340149
32,0.5972222222222223,0.3333333333333335,0.0,0.24812030075187974,0.05782312925170063
33,0.75,0.6095238095238096,0.07586422649773183,0.0,0.08163265306122458
34,0.46527777777777773,0.304761904761905,0.27999374315657755,0.27819548872180466,0.15646258503401378
35,0.6597222222222223,0.5619047619047621,0.3777569216330361,0.45112781954887227,0.4387755102040818
36,0.46527777777777773,0.38095238095238093,0.44188956671359314,0.4736842105263158,0.3231292517006805
37,0.5416666666666667,0.4571428571428573,0.2690442671672142,0.5714285714285715,0.7244897959183678
38,0.4861111111111111,0.323809523809524,0.2324417331456281,0.4812030075187971,0.7006802721088436
39,0.34722222222222227,0.27619047619047654,0.6874706710464571,0.5639097744360902,0.8435374149659869
40,0.3958333333333333,0.41904761904761934,0.5526356952917253,0.9999999999999999,0.8673469387755102
41,0.4166666666666667,0.304761904761905,0.20850930705459092,0.5714285714285715,0.5374149659863949
42,0.5833333333333335,0.4761904761904763,0.35053965274519006,0.5338345864661654,0.656462585034014
43,0.3194444444444445,0.0,0.1665884561238855,0.7969924812030075,0.9149659863945581
44,0.3680555555555555,0.5714285714285716,0.6618176130142344,0.40601503759398494,0.7619047619047619
45,0.5208333333333335,0.5333333333333337,0.568434224933521,0.6842105263157895,0.8333333333333335
46,0.5972222222222223,0.5714285714285716,0.42311903644611304,0.5639097744360902,0.7653061224489797
47,0.5069444444444444,0.5428571428571427,0.6891913029876429,0.7593984962406016,0.6938775510204085
48,0.0,0.1809523809523812,1.0000000000000002,0.9548872180451128,1.0
49,0.34722222222222227,0.3999999999999999,0.5498201157516034,0.7969924812030075,0.7040816326530615
