,col_2,col_3,col_4,col_5,col_6
0,0.31686541737649065,0.07988165680473369,0.20319541171650957,0.3838383838383841,1
1,0.4122657580919932,0.06804733727810641,0.4629250307251127,0.36363636363636376,1
2,0.0,0.18343195266272183,0.23064317902498988,0.41414141414141437,1
3,0.8926746166950597,0.15680473372781056,0.7312576812781648,0.18181818181818166,1
4,0.9352640545144804,0.272189349112426,0.5456780008193363,0.16161616161616177,1
5,0.7700170357751277,0.3224852071005917,1.0,0.202020202020202,1
6,0.909710391822828,0.529585798816568,0.9074149938549776,0.14141414141414144,1
7,0.9659284497444633,0.2278106508875739,0.946743138058173,0.23232323232323226,1
8,0.6695059625212947,0.272189349112426,0.592380172060631,0.1313131313131315,1
9,0.7342419080068143,0.038461538461538436,0.6407210159770584,0.3737373737373737,2
10,0.557069846678024,0.16568047337278102,0.5981155264235971,0.4242424242424243,2
11,0.8654173764906303,0.29585798816568043,0.9442851290454732,0.3333333333333335,2
12,0.708688245315162,0.5059171597633136,0.8156493240475213,0.5050505050505052,2
13,0.5741056218057923,0.39644970414201186,0.4858664481769768,0.41414141414141437,2
14,0.5826235093696763,0.5029585798816567,0.6034412126177795,0.43434343434343425,2
15,0.42589437819420783,0.07100591715976323,0.5821384678410488,0.31313131313131315,2
16,0.645655877342419,0.06804733727810641,0.5014338385907415,0.22222222222222232,2
17,0.20613287904599664,0.11242603550295849,0.5464973371569029,0.46464646464646453,2
18,0.21124361158432714,0.0650887573964497,0.34739860712822623,0.43434343434343425,2
19,0.49914821124361164,0.1775147928994082,0.5649324047521507,0.31313131313131315,2
20,0.5775127768313459,0.38165680473372776,0.6591560835723063,0.1717171717171717,2
21,0.766609880749574,0.4023668639053253,0.8570258090946332,0.41414141414141437,3
22,0.7563884156729133,0.36094674556213013,0.7714051618189268,0.36363636363636376,3
23,0.526405451448041,0.15680473372781056,0.5190495698484228,0.3030303030303032,3
24,0.11584327086882451,0.017751479289940808,0.15567390413764848,0.23232323232323226,3
25,0.21805792163543447,0.10946745562130178,0.2752970094223679,0.3434343434343434,3
26,0.262350936967632,0.07396449704142005,0.15116755428103246,0.5555555555555558,3
27,0.47870528109028965,0.12426035502958577,0.32568619418271205,0.5252525252525255,3
28,0.8228279386712096,0.10355029585798814,0.4911921343711594,0.0,3
29,0.34241908006814314,0.023668639053254337,0.21261777959852513,0.3838383838383841,3
30,0.45315161839863727,0.011834319526627168,0.20401474805407616,0.2828282828282829,3
31,0.4463373083475298,0.0,0.11306841458418693,0.4545454545454546,3
32,0.2095400340715503,0.020710059171597628,0.0,0.7171717171717171,3
33,0.303236797274276,0.038461538461538436,0.09504301515772218,0.3333333333333335,3
34,0.5775127768313459,0.10650887573964496,0.1544448996312986,0.6868686868686869,3
35,0.6098807495741057,0.07692307692307687,0.3035641130684146,0.19191919191919204,3
36,0.809199318568995,0.180473372781065,0.3637853338795576,0.48484848484848486,3
37,0.3611584327086883,0.2781065088757396,0.3973781237197871,0.48484848484848486,4
38,0.37308347529812613,0.1775147928994082,0.35845964768537497,0.5757575757575757,4
39,0.4821124361158433,0.3402366863905325,0.5591970503891848,0.44444444444444464,4
40,0.788756388415673,0.28402366863905315,0.6546497337156905,0.3737373737373737,4
41,0.6405451448040886,0.3224852071005917,0.12945514133551828,0.797979797979798,4
42,0.807495741056218,0.3668639053254438,0.43260958623514956,0.5353535353535355,4
43,0.8211243611584327,0.31656804733727806,0.2281851700122901,0.9191919191919191,4
44,0.829642248722317,0.24556213017751471,0.8652191724702991,0.43434343434343425,4
45,0.68824531516184,0.3076923076923076,0.6312986480950431,0.26262626262626254,4
46,0.5945485519591143,0.3195266272189349,0.5116755428103237,0.18181818181818166,4
47,1.0,0.3668639053254438,0.815239655878738,0.202020202020202,4
48,0.27597955706984667,1.0,0.8869315854158133,1.0,4
49,0.8671209540034073,0.3047337278106508,0.7623924621056943,0.46464646464646453,4
